scenario,frame,robot_r,robot_c,goal_r,goal_c,force_r,force_c,dr,dc,time_ms,success,action,pedestrians_count,max_occupancy,coverage
BR-06,213,4,9,4,9,0.0,-1.0,0,-1,0.021799991372972727,True,ADVANCE,11,1282.360776859909,13.226452905811623
BR-06,214,5,9,5,9,1.0,0.0,1,0,0.02139998832717538,True,ADVANCE,8,1185.5683890025564,13.293253173012692
BR-06,215,4,9,5,10,9.99984732295925,0.055258641900970414,-1,0,0.05859998054802418,True,ADVANCE,8,1000.0,13.293253173012692
BR-06,216,5,9,5,10,1.0,1.0,1,0,0.02300000051036477,True,ADVANCE,8,1800.7374029168082,13.293253173012692
BR-06,217,5,10,5,10,0.0,1.0,0,1,0.020799983758479357,True,ADVANCE,7,1441.9177913467624,13.360053440213763
BR-06,218,6,10,6,10,1.0,0.0,1,0,0.020900042727589607,True,ADVANCE,8,1000.0,13.426853707414828
BR-06,219,6,9,6,9,0.0,-1.0,0,-1,0.021099986042827368,True,ADVANCE,13,1022.8734649112389,13.4936539746159
BR-06,220,7,9,7,9,1.0,0.0,1,0,0.021299987565726042,True,ADVANCE,8,2000.0,13.560454241816966
BR-06,221,7,10,7,12,0.0,3.0,0,1,0.025600020308047533,True,ADVANCE,8,1000.0,13.627254509018035
BR-06,222,7,10,7,12,0.0,-10.0,0,0,0.06839999696239829,False,WAIT,9,1441.9177913467624,13.627254509018035
BR-06,223,7,11,7,12,0.0,2.0,0,1,0.0323000131174922,True,ADVANCE,5,1000.0,13.627254509018035
BR-06,224,7,12,7,12,0.0,1.0,0,1,0.022299995180219412,True,ADVANCE,6,1800.7374029168082,13.694054776219106
BR-06,225,6,12,6,12,-1.0,0.0,-1,0,0.021799991372972727,True,ADVANCE,7,1000.0,13.760855043420172
BR-06,226,5,12,5,12,-1.0,0.0,-1,0,0.020900042727589607,True,ADVANCE,9,1000.0,13.827655310621243
BR-06,227,4,12,4,12,-1.0,0.0,-1,0,0.021499989088624716,True,ADVANCE,4,1000.0,13.894455577822312
BR-06,228,4,13,4,13,0.0,1.0,0,1,0.021499989088624716,True,ADVANCE,8,1022.8734649112389,13.961255845023379
BR-06,229,3,13,4,14,0.0,-10.0,-1,0,0.04989997250959277,True,ADVANCE,13,1441.9177913467624,13.961255845023379
BR-06,230,2,13,1,13,-2.0,0.0,-1,0,0.02210005186498165,True,ADVANCE,11,1028.5655007845503,14.02805611222445
BR-06,231,2,14,1,13,6.148869802242072,7.148869802242072,0,1,0.028099981136620045,True,ADVANCE,9,1129.9303907247136,14.02805611222445
BR-06,232,1,14,1,13,-1.0,-1.0,-1,0,0.019799976143985987,True,ADVANCE,3,1000.0,14.094856379425519
BR-06,233,1,14,1,13,-2.0037505157657506e-15,10.0,0,0,0.05319999763742089,False,WAIT,11,1441.9177913467624,14.094856379425519
BR-06,234,2,14,1,13,0.0,-10.0,1,0,0.03670004662126303,True,ADVANCE,8,1000.0,14.094856379425519
BR-06,235,2,13,1,13,-0.05556568561935944,9.999845621537446,0,-1,0.043199979700148106,True,ADVANCE,10,1000.0,14.094856379425519
BR-06,236,1,13,1,13,-1.0,0.0,-1,0,0.020200037397444248,True,ADVANCE,14,2441.9177913467624,14.161656646626586
BR-06,237,1,14,2,16,1.0,3.0,0,1,0.019499973859637976,True,ADVANCE,8,1800.7374029168082,14.161656646626586
BR-06,238,1,15,2,16,1.0,2.0,0,1,0.018700025975704193,True,ADVANCE,9,1018.3156388887342,14.161656646626586
BR-06,239,2,15,2,16,1.0,1.0,1,0,0.01899997005239129,True,ADVANCE,13,1641.1803884299545,14.161656646626586
BR-06,240,2,15,2,16,-1.7417836412376468e-15,10.0,0,0,0.05289999535307288,False,WAIT,8,1441.9177913467624,14.161656646626586
BR-06,241,2,14,2,16,-1.4643167384778913e-16,10.0,0,-1,0.050600036047399044,True,ADVANCE,9,1800.7374029168082,14.161656646626586
BR-06,242,2,15,2,16,6.15714384947473,7.87969413219038,0,1,0.02719997428357601,True,ADVANCE,8,1000.0,14.161656646626586
BR-06,243,2,16,2,16,0.0,1.0,0,1,0.019899976905435324,True,ADVANCE,11,1453.661419803784,14.228456913827655
BR-06,244,2,17,2,17,0.0,1.0,0,1,0.020899984519928694,True,ADVANCE,8,1000.0,14.295257181028726
BR-06,245,2,18,2,18,0.0,1.0,0,1,0.019599974621087313,True,ADVANCE,7,1000.0,14.362057448229793
BR-06,246,2,19,2,19,0.0,1.0,0,1,0.01969997538253665,True,ADVANCE,7,1800.7374029168082,14.428857715430862
BR-06,247,2,20,2,20,0.0,1.0,0,1,0.019499973859637976,True,ADVANCE,7,1211.8496934239954,14.49565798263193
BR-06,248,2,21,2,21,0.0,1.0,0,1,0.033699965570122004,True,ADVANCE,15,2108.368023221896,14.562458249833
BR-06,249,3,21,2,22,-7.050756427137004,7.091321019752684,1,0,0.048399961087852716,True,ADVANCE,14,1630.0403066181666,14.629258517034069
BR-06,250,3,20,3,20,0.0,-1.0,0,-1,0.022899999748915434,True,ADVANCE,15,1829.3029037013584,14.696058784235136
BR-06,251,3,19,3,19,7.091437707408559,7.050639066208397,0,-1,0.054699950851500034,True,ADVANCE,11,2000.0,14.762859051436205
BR-06,252,3,18,3,18,0.0,-1.0,0,-1,0.026200024876743555,True,ADVANCE,17,1305.234241771148,14.829659318637276
BR-06,253,3,17,3,17,0.0,-1.0,0,-1,0.023500004317611456,True,ADVANCE,8,1601.474805833616,14.896459585838343
BR-06,254,3,16,3,16,0.0,-1.0,0,-1,0.026300025638192892,True,ADVANCE,14,1613.2184342906376,14.963259853039412
BR-06,255,3,17,3,15,7.050756427137004,-7.091321019752684,0,1,0.049799971748143435,True,ADVANCE,9,1441.9177913467624,14.963259853039412
BR-06,256,4,17,4,17,1.0,0.0,1,0,0.022299995180219412,True,ADVANCE,3,1000.0,15.030060120240481
BR-06,257,4,18,4,18,0.0,1.0,0,1,0.02069998299703002,True,ADVANCE,4,1800.7374029168082,15.096860387441549
BR-06,258,4,19,4,19,-7.091437707408559,-7.050639066208397,0,1,0.04449998959898949,True,ADVANCE,13,1441.9177913467624,15.16366065464262
BR-06,259,4,20,4,20,0.0,1.0,0,1,0.020700041204690933,True,ADVANCE,5,1000.0,15.230460921843688
BR-06,260,5,20,4,21,7.148869802242072,-6.148869802242072,1,0,0.029199989512562752,True,ADVANCE,7,1000.0,15.297261189044756
BR-06,261,5,19,5,19,0.0,-1.0,0,-1,0.02169999061152339,True,ADVANCE,7,1000.0,15.364061456245825
BR-06,262,5,18,5,18,0.0,-1.0,0,-1,0.020200037397444248,True,ADVANCE,8,1022.8734649112389,15.430861723446892
BR-06,263,5,17,5,17,0.0,-1.0,0,-1,0.020099978428333998,True,ADVANCE,7,1470.483292131313,15.497661990647963
BR-06,264,5,16,5,16,-7.091437707408559,7.050639066208397,0,-1,0.04640000406652689,True,ADVANCE,15,1630.0403066181666,15.564462257849032
BR-06,265,6,16,5,15,7.148869802242072,6.148869802242072,1,0,0.02629996743053198,True,ADVANCE,8,1000.0,15.631262525050099
BR-06,266,6,15,6,15,0.0,-1.0,0,-1,0.022199994418770075,True,ADVANCE,9,1022.8734649112389,15.69806279225117
BR-06,267,6,15,5,15,-0.6977068292964482,-9.975630565550887,0,0,0.05809997674077749,False,WAIT,10,1441.9177913467624,15.69806279225117
BR-06,268,5,15,5,15,-1.0,0.0,-1,0,0.02239999594166875,True,ADVANCE,14,1240.415194208546,15.764863059452239
BR-06,269,5,14,5,14,0.0,-1.0,0,-1,0.02069998299703002,True,ADVANCE,6,1800.7374029168082,15.831663326653306
BR-06,270,4,14,4,14,-1.0,0.0,-1,0,0.02169999061152339,True,ADVANCE,10,1055.6379982778428,15.898463593854375
BR-06,271,3,14,3,15,-1.0,1.0,-1,0,0.02039998071268201,True,ADVANCE,6,1000.0,15.898463593854375
BR-06,272,3,15,3,15,0.0,1.0,0,1,0.025200017262250185,True,ADVANCE,10,1282.360776859909,15.965263861055446
BR-06,273,4,15,5,13,2.0,-2.0,1,0,0.022199994418770075,True,ADVANCE,8,1641.1803884299545,16.03206412825651
BR-06,274,4,14,5,13,1.0,-2.0,0,-1,0.022099993657320738,True,ADVANCE,12,1441.9177913467624,16.03206412825651
BR-06,275,4,14,5,13,0.9999999999999973,-1.0,0,0,0.06019999273121357,False,WAIT,5,1000.0,16.03206412825651
BR-06,276,5,14,5,13,1.0,-1.0,1,0,0.02110004425048828,True,ADVANCE,7,1000.0,16.03206412825651
BR-06,277,5,13,5,13,0.0,-1.0,0,-1,0.022199994418770075,True,ADVANCE,8,1282.360776859909,16.098864395457582
BR-06,278,6,13,6,13,1.0,0.0,1,0,0.020299979951232672,True,ADVANCE,5,1000.0,16.165664662658653
BR-06,279,6,14,6,14,0.0,1.0,0,1,0.020299979951232672,True,ADVANCE,6,1000.0,16.23246492985972
BR-06,280,6,14,7,14,-6.148869802242078,7.148869802242072,0,0,0.06699998630210757,False,WAIT,10,1441.9177913467624,16.23246492985972
BR-06,281,7,14,7,14,7.517253439780279,6.594763128582525,1,0,0.03200001083314419,True,ADVANCE,6,1000.0,16.299265197060787
BR-06,282,7,13,7,13,0.0,-1.0,0,-1,0.021700048819184303,True,ADVANCE,10,1441.9177913467624,16.366065464261855
BR-06,283,8,13,8,13,1.0,0.0,1,0,0.021199986804276705,True,ADVANCE,12,1641.1803884299545,16.432865731462925
BR-06,284,8,13,8,12,7.050756427137004,-7.091321019752684,0,0,0.04730001091957092,False,WAIT,7,1800.7374029168082,16.432865731462925
BR-06,285,8,12,8,12,0.0,-1.0,0,-1,0.021000043489038944,True,ADVANCE,6,1000.0,16.499665998663996
BR-06,286,9,12,9,12,1.0,0.0,1,0,0.020300038158893585,True,ADVANCE,9,1641.1803884299545,16.566466265865063
BR-06,287,9,11,9,11,0.0,-1.0,0,-1,0.020400038920342922,True,ADVANCE,6,1000.0,16.63326653306613
BR-06,288,10,11,10,11,1.0,0.0,1,0,0.021899992134422064,True,ADVANCE,8,1601.474805833616,16.7000668002672
BR-06,289,10,10,10,10,0.0,-1.0,0,-1,0.020799983758479357,True,ADVANCE,7,1000.0,16.76686706746827
BR-06,290,10,11,10,12,0.0,2.0,0,1,0.022499996703118086,True,ADVANCE,11,1240.415194208546,16.76686706746827
BR-06,291,10,12,10,12,0.0,1.0,0,1,0.02050003968179226,True,ADVANCE,9,1470.483292131313,16.83366733466934
BR-06,292,10,13,10,13,0.0,1.0,0,1,0.021200045011937618,True,ADVANCE,10,2055.6379982778426,16.90046760187041
BR-06,293,9,13,9,13,-1.0,0.0,-1,0,0.020599982235580683,True,ADVANCE,7,1000.0,16.967267869071474
BR-06,294,9,14,9,14,0.0,1.0,0,1,0.02080004196614027,True,ADVANCE,13,1211.8496934239954,17.034068136272545
BR-06,295,8,14,8,14,-1.0,0.0,-1,0,0.021199986804276705,True,ADVANCE,6,1000.0,17.100868403473616
BR-06,296,9,14,7,15,-7.111631565335789,-7.030270014652328,1,0,0.055500015150755644,True,ADVANCE,7,1000.0,17.100868403473616
BR-06,297,9,15,9,15,0.0,1.0,0,1,0.021099986042827368,True,ADVANCE,12,2129.9303907247136,17.167668670674683
BR-06,298,9,16,9,16,0.0,1.0,0,1,0.02370000584051013,True,ADVANCE,8,1000.0,17.234468937875754
BR-06,299,8,16,8,16,-1.0,0.0,-1,0,0.021299987565726042,True,ADVANCE,9,1441.9177913467624,17.30126920507682
BR-06,300,7,16,7,16,-1.0,0.0,-1,0,0.020499981474131346,True,ADVANCE,6,1055.6379982778428,17.368069472277888
BR-06,301,7,15,7,15,0.0,-1.0,0,-1,0.020299979951232672,True,ADVANCE,8,1000.0,17.43486973947896
BR-06,302,7,16,7,17,0.0,2.0,0,1,0.021099986042827368,True,ADVANCE,11,1641.1803884299545,17.43486973947896
BR-06,303,7,17,7,17,0.0,1.0,0,1,0.020799983758479357,True,ADVANCE,8,1011.7436284570214,17.501670006680026
BR-06,304,6,17,6,17,-1.0,0.0,-1,0,0.020299979951232672,True,ADVANCE,6,1000.0,17.568470273881097
BR-06,305,6,18,6,18,0.0,1.0,0,1,0.022299995180219412,True,ADVANCE,16,1819.0530418055423,17.635270541082164
BR-06,306,6,19,6,19,0.0,1.0,0,1,0.02050003968179226,True,ADVANCE,10,1441.9177913467624,17.70207080828323
BR-06,307,6,19,6,20,-7.050756427137004,7.091321019752684,0,0,0.04610000178217888,False,WAIT,11,1028.5655007845503,17.70207080828323
BR-06,308,6,20,6,20,0.0,1.0,0,1,0.028200040105730295,True,ADVANCE,8,1000.0,17.768871075484302
BR-06,309,6,21,6,21,0.0,1.0,0,1,0.0219999928958714,True,ADVANCE,8,1129.9303907247136,17.835671342685373
BR-06,310,5,21,5,21,-1.0,0.0,-1,0,0.020899984519928694,True,ADVANCE,6,1011.7436284570214,17.90247160988644
BR-06,311,4,21,4,21,-1.0,0.0,-1,0,0.020799983758479357,True,ADVANCE,8,1000.0,17.969271877087508
BR-06,312,4,22,4,22,0.0,1.0,0,1,0.022799998987466097,True,ADVANCE,10,1641.1803884299545,18.03607214428858
BR-06,313,4,22,3,22,10.0,0.0,0,0,0.060399994254112244,False,WAIT,17,1619.7904447223502,18.03607214428858
BR-06,314,3,22,3,22,-1.0,0.0,-1,0,0.020899984519928694,True,ADVANCE,11,1930.6677936415217,18.102872411489646
BR-06,315,2,22,2,22,-1.0,0.0,-1,0,0.022899999748915434,True,ADVANCE,6,1000.0,18.169672678690716
BR-06,316,2,23,2,23,0.0,1.0,0,1,0.01969997538253665,True,ADVANCE,11,1011.7436284570214,18.236472945891784
BR-06,317,2,24,2,24,0.0,1.0,0,1,0.019499973859637976,True,ADVANCE,9,1034.6170933682602,18.30327321309285
BR-06,318,2,25,2,25,0.0,1.0,0,1,0.026100024115294218,True,ADVANCE,7,1028.5655007845503,18.37007348029392
BR-06,319,2,26,2,26,0.0,1.0,0,1,0.019700033590197563,True,ADVANCE,12,1282.360776859909,18.43687374749499
BR-06,320,2,27,2,27,0.0,1.0,0,1,0.01969997538253665,True,ADVANCE,11,1282.360776859909,18.50367401469606
BR-06,321,2,28,2,28,0.0,1.0,0,1,0.02039998071268201,True,ADVANCE,9,1028.5655007845503,18.570474281897127
BR-06,322,2,29,2,29,0.0,1.0,0,1,0.02139998832717538,True,ADVANCE,6,1000.0,18.637274549098194
BR-06,323,2,30,2,30,0.0,1.0,0,1,0.019899976905435324,True,ADVANCE,3,1000.0,18.704074816299265
BR-06,324,2,31,2,31,0.0,1.0,0,1,0.021199986804276705,True,ADVANCE,5,1000.0,18.770875083500336
BR-06,325,2,32,2,32,0.0,1.0,0,1,0.01969997538253665,True,ADVANCE,10,1664.0538533411934,18.837675350701403
BR-06,326,2,33,2,33,0.0,1.0,0,1,0.022099993657320738,True,ADVANCE,10,1441.9177913467624,18.90447561790247
BR-06,327,2,34,2,34,0.0,1.0,0,1,0.01939997309818864,True,ADVANCE,4,1000.0,18.97127588510354
BR-06,328,2,35,2,35,0.0,1.0,0,1,0.019400031305849552,True,ADVANCE,6,2011.7436284570213,19.03807615230461
BR-06,329,2,36,2,36,0.0,1.0,0,1,0.020900042727589607,True,ADVANCE,10,1601.474805833616,19.10487641950568
BR-06,330,2,36,2,37,-9.975630565550887,0.6977068292964479,0,0,0.060100050177425146,False,WAIT,14,1601.474805833616,19.10487641950568
BR-06,331,2,37,2,37,0.0,1.0,0,1,0.019900035113096237,True,ADVANCE,5,1000.0,19.171676686706746
BR-06,332,3,37,3,37,1.0,0.0,1,0,0.020200037397444248,True,ADVANCE,9,1000.0,19.238476953907817
BR-06,333,3,36,3,36,6.594763128582525,-7.517253439780279,0,-1,0.03330002073198557,True,ADVANCE,6,1000.0,19.305277221108884
BR-06,334,3,35,3,35,0.0,-1.0,0,-1,0.020799983758479357,True,ADVANCE,10,1441.9177913467624,19.37207748830995
BR-06,335,3,34,3,34,0.0,-1.0,0,-1,0.02039998071268201,True,ADVANCE,12,1441.9177913467624,19.438877755511022
BR-06,336,2,34,3,33,0.0,-10.0,-1,0,0.044899992644786835,True,ADVANCE,11,1129.9303907247136,19.438877755511022
BR-06,337,3,34,3,33,1.0,-1.0,1,0,0.020799983758479357,True,ADVANCE,8,1211.8496934239954,19.438877755511022
BR-06,338,3,33,3,33,0.0,-1.0,0,-1,0.022799998987466097,True,ADVANCE,9,1028.5655007845503,19.505678022712093
BR-06,339,3,32,3,32,0.0,-1.0,0,-1,0.020499981474131346,True,ADVANCE,8,1129.9303907247136,19.57247828991316
BR-06,340,3,31,3,31,0.0,-1.0,0,-1,0.0219999928958714,True,ADVANCE,10,1282.360776859909,19.639278557114228
BR-06,341,3,30,3,30,0.0,-1.0,0,-1,0.02039998071268201,True,ADVANCE,5,1000.0,19.7060788243153
BR-06,342,3,29,3,29,0.0,-1.0,0,-1,0.01999997766688466,True,ADVANCE,15,1441.9177913467624,19.772879091516366
BR-06,343,3,28,3,28,0.0,-1.0,0,-1,0.021199986804276705,True,ADVANCE,6,1129.9303907247136,19.839679358717436
BR-06,344,3,29,3,27,-7.050756427137004,-7.091321019752684,0,1,0.04959997022524476,True,ADVANCE,13,1129.9303907247136,19.839679358717436
BR-06,345,4,29,4,29,7.517253439780279,6.594763128582525,1,0,0.029699993319809437,True,ADVANCE,11,1055.6379982778428,19.906479625918504
BR-06,346,4,28,4,28,0.0,-1.0,0,-1,0.020899984519928694,True,ADVANCE,5,1000.0,19.97327989311957
BR-06,347,4,27,4,27,0.0,-1.0,0,-1,0.021499989088624716,True,ADVANCE,10,1011.7436284570214,20.04008016032064
BR-06,348,3,27,3,27,-1.0,0.0,-1,0,0.02039998071268201,True,ADVANCE,12,1141.6740191817348,20.10688042752171
BR-06,349,4,27,3,26,-9.999820004859853,-0.05999892002915911,1,0,0.03920000744983554,True,ADVANCE,8,1011.7436284570214,20.10688042752171
BR-06,350,4,26,4,26,0.0,-1.0,0,-1,0.02269999822601676,True,ADVANCE,6,1000.0,20.17368069472278
BR-06,351,3,26,3,26,-1.0,0.0,-1,0,0.020499981474131346,True,ADVANCE,8,1055.6379982778428,20.240480961923847
BR-06,352,3,25,3,25,0.0,-1.0,0,-1,0.02039998071268201,True,ADVANCE,5,1000.0,20.307281229124914
BR-06,353,4,25,4,25,1.0,0.0,1,0,0.023200002033263445,True,ADVANCE,11,1441.9177913467624,20.374081496325985
BR-06,354,4,24,4,24,-6.594763128582525,-7.517253439780279,0,-1,0.029999995604157448,True,ADVANCE,12,1320.2177166458912,20.440881763527056
BR-06,355,5,24,4,23,-7.050756427137004,-7.091321019752684,1,0,0.044300046283751726,True,ADVANCE,9,1000.0,20.507682030728123
BR-06,356,5,23,5,23,0.0,-1.0,0,-1,0.021199986804276705,True,ADVANCE,6,1055.6379982778428,20.57448229792919
BR-06,357,4,23,4,23,7.050639066208397,7.091437707408559,-1,0,0.04490005085244775,True,ADVANCE,14,1282.360776859909,20.64128256513026
BR-06,358,3,23,3,23,-1.0,0.0,-1,0,0.021300045773386955,True,ADVANCE,7,1000.0,20.70808283233133
BR-06,359,4,23,5,22,2.0,-1.0,1,0,0.02080004196614027,True,ADVANCE,7,1000.0,20.70808283233133
BR-06,360,5,23,5,22,1.0,-1.0,1,0,0.023100001271814108,True,ADVANCE,14,1856.3754011946507,20.70808283233133
BR-06,361,5,22,5,22,0.0,-1.0,0,-1,0.021099986042827368,True,ADVANCE,9,1282.360776859909,20.7748830995324
BR-06,362,6,22,6,22,1.0,0.0,1,0,0.020299979951232672,True,ADVANCE,9,1641.1803884299545,20.841683366733466
BR-06,363,6,23,6,23,0.0,1.0,0,1,0.020499981474131346,True,ADVANCE,10,1211.8496934239954,20.908483633934534
BR-06,364,6,24,6,24,0.0,1.0,0,1,0.020300038158893585,True,ADVANCE,3,1641.1803884299545,20.975283901135604
BR-06,365,6,25,6,25,0.0,1.0,0,1,0.020300038158893585,True,ADVANCE,8,1000.0,21.04208416833667
BR-06,366,5,25,5,25,-1.0,0.0,-1,0,0.020799983758479357,True,ADVANCE,10,1441.9177913467624,21.108884435537743
BR-06,367,5,26,5,26,0.0,1.0,0,1,0.02099998528137803,True,ADVANCE,10,1000.0,21.175684702738813
BR-06,368,5,26,5,27,0.0,10.0,0,0,0.045199994929134846,False,WAIT,14,1641.1803884299545,21.175684702738813
BR-06,369,5,27,5,27,0.0,1.0,0,1,0.021799991372972727,True,ADVANCE,6,1800.7374029168082,21.24248496993988
BR-06,370,5,28,5,28,0.0,1.0,0,1,0.021499989088624716,True,ADVANCE,9,1601.474805833616,21.309285237140948
BR-06,371,4,28,5,29,7.050756427137004,7.091321019752684,-1,0,0.052799994591623545,True,ADVANCE,3,1000.0,21.309285237140948
BR-06,372,4,29,4,30,0.0,2.0,0,1,0.02180004958063364,True,ADVANCE,9,1018.3156388887342,21.309285237140948
BR-06,373,3,29,4,30,-0.4085963924305025,9.991648962413201,-1,0,0.040000013541430235,True,ADVANCE,9,1441.9177913467624,21.309285237140948
BR-06,374,3,28,4,30,-7.030270014652328,7.111631565335789,0,-1,0.04929996794089675,True,ADVANCE,11,1028.5655007845503,21.309285237140948
BR-06,375,3,29,4,30,1.0,2.0,0,1,0.021300045773386955,True,ADVANCE,8,1022.8734649112389,21.309285237140948
BR-06,376,4,29,4,30,1.0,1.0,1,0,0.020600040443241596,True,ADVANCE,7,1641.1803884299545,21.309285237140948
BR-06,377,4,30,4,30,0.0,1.0,0,1,0.021799991372972727,True,ADVANCE,5,1601.474805833616,21.37608550434202
BR-06,378,4,31,4,31,0.0,1.0,0,1,0.020499981474131346,True,ADVANCE,7,1000.0,21.442885771543086
BR-06,379,5,31,5,31,1.0,0.0,1,0,0.021499989088624716,True,ADVANCE,9,1453.661419803784,21.509686038744157
BR-06,380,5,30,5,30,0.0,-1.0,0,-1,0.02050003968179226,True,ADVANCE,13,1282.360776859909,21.576486305945224
BR-06,381,5,29,5,29,0.0,-1.0,0,-1,0.020099978428333998,True,ADVANCE,13,2000.0,21.64328657314629
BR-06,382,6,29,6,29,1.0,0.0,1,0,0.0219999928958714,True,ADVANCE,12,1800.7374029168082,21.710086840347362
BR-06,383,6,30,6,28,0.0,-10.0,0,1,0.0589000410400331,True,ADVANCE,8,1282.360776859909,21.77688710754843
BR-06,384,6,30,6,31,-2.6645352591003757e-15,1.0,0,0,0.05779997445642948,False,WAIT,6,1055.6379982778428,21.77688710754843
BR-06,385,6,31,6,31,0.0,1.0,0,1,0.022199994418770075,True,ADVANCE,6,1000.0,21.8436873747495
BR-06,386,6,32,6,32,0.0,1.0,0,1,0.020599982235580683,True,ADVANCE,8,1000.0,21.910487641950567
BR-06,387,5,32,5,32,-1.0,0.0,-1,0,0.02139998832717538,True,ADVANCE,6,1000.0,21.977287909151634
BR-06,388,5,33,5,33,0.0,1.0,0,1,0.02150004729628563,True,ADVANCE,11,1601.474805833616,22.044088176352705
BR-06,389,4,33,4,33,-1.0,0.0,-1,0,0.021499989088624716,True,ADVANCE,9,1000.0,22.110888443553776
BR-06,390,5,33,4,34,-9.999820004859853,0.05999892002915911,1,0,0.03659998765215278,True,ADVANCE,6,1022.8734649112389,22.110888443553776
BR-06,391,5,34,5,34,0.0,1.0,0,1,0.020599982235580683,True,ADVANCE,8,1152.8038556359525,22.177688710754843
BR-06,392,4,34,4,34,-1.0,0.0,-1,0,0.021299987565726042,True,ADVANCE,11,1441.9177913467624,22.24448897795591
BR-06,393,4,35,4,35,0.0,1.0,0,1,0.020899984519928694,True,ADVANCE,10,1441.9177913467624,22.31128924515698
BR-06,394,4,36,4,36,0.0,1.0,0,1,0.020499981474131346,True,ADVANCE,3,1000.0,22.37808951235805
BR-06,395,4,37,4,37,0.0,1.0,0,1,0.020199979189783335,True,ADVANCE,9,1441.9177913467624,22.44488977955912
BR-06,396,4,38,4,38,0.0,1.0,0,1,0.02300000051036477,True,ADVANCE,11,1022.8734649112389,22.511690046760187
BR-06,397,3,38,3,38,-1.0,0.0,-1,0,0.027499976567924023,True,ADVANCE,12,1055.6379982778428,22.578490313961254
BR-06,398,3,39,3,39,0.0,1.0,0,1,0.022799998987466097,True,ADVANCE,8,1129.9303907247136,22.645290581162325
BR-06,399,2,39,2,39,-1.0,0.0,-1,0,0.022299995180219412,True,ADVANCE,9,1000.0,22.712090848363392
BR-06,400,2,40,2,40,0.0,1.0,0,1,0.021099986042827368,True,ADVANCE,10,1000.0,22.778891115564463
CN-01,1,0,1,0,1,0.0,1.0,0,1,0.03560003824532032,True,ADVANCE,40,2041.1525971253539,0.110803324099723
CN-01,2,0,1,0,2,7.375953069057641,-6.7524304012006775,0,0,0.08109997725114226,False,WAIT,48,2147.4038400853133,0.110803324099723
CN-01,3,0,0,0,2,7.050756427137004,7.091321019752684,0,-1,0.050799979362636805,True,ADVANCE,35,2000.0,0.110803324099723
CN-01,4,1,0,1,0,1.0,0.0,1,0,0.0198000343516469,True,ADVANCE,40,1844.8107972042808,0.16620498614958448
CN-01,5,1,1,1,1,9.989028339052318,0.46830848979028983,0,1,0.04079996142536402,True,ADVANCE,29,1930.6677936415217,0.221606648199446
CN-01,6,1,1,1,2,0.0,-10.0,0,0,0.052499992307275534,False,WAIT,34,2000.0,0.221606648199446
CN-01,7,1,2,1,2,0.0,1.0,0,1,0.01950003206729889,True,ADVANCE,27,1601.474805833616,0.2770083102493075
CN-01,8,1,2,0,2,6.148869802242072,-7.148869802242074,0,0,0.05540001438930631,False,WAIT,38,3012.5870963408033,0.2770083102493075
CN-01,9,1,3,0,2,7.050639066208397,-7.091437707408559,0,1,0.06709998706355691,True,ADVANCE,41,1909.105426138704,0.33240997229916897
CN-01,10,0,3,0,3,-1.0,0.0,-1,0,0.029099988751113415,True,ADVANCE,43,2040.3469142718386,0.3878116343490305
CN-01,11,0,2,0,2,0.0,-1.0,0,-1,0.02220005262643099,True,ADVANCE,36,2271.220695048121,0.443213296398892
CN-01,12,0,3,0,4,0.0,2.0,0,1,0.024600012693554163,True,ADVANCE,29,3042.044330841377,0.443213296398892
CN-01,13,0,4,0,4,6.594763128582525,7.517253439780279,0,1,0.034100026823580265,True,ADVANCE,31,1800.7374029168082,0.4986149584487534
CN-01,14,0,3,0,5,7.050756427137004,7.091321019752684,0,-1,0.04429998807609081,True,ADVANCE,25,1441.9177913467624,0.4986149584487534
CN-01,15,0,4,0,5,0.0,2.0,0,1,0.020400038920342922,True,ADVANCE,36,2731.40519655833,0.4986149584487534
CN-01,16,0,5,0,5,0.0,1.0,0,1,0.019799976143985987,True,ADVANCE,33,2160.660702159038,0.554016620498615
CN-01,17,0,6,0,6,0.0,1.0,0,1,0.019199971575289965,True,ADVANCE,33,2158.495891509264,0.6094182825484765
CN-01,18,0,7,0,7,7.375953069057641,-6.7524304012006775,0,1,0.04989997250959277,True,ADVANCE,42,2441.9177913467624,0.6648199445983379
CN-01,19,0,8,0,8,0.0,1.0,0,1,0.02069998299703002,True,ADVANCE,28,2610.931106752829,0.7202216066481995
CN-01,20,0,9,0,9,0.0,1.0,0,1,0.020499981474131346,True,ADVANCE,41,2265.5286591748095,0.775623268698061
CN-01,21,0,10,0,10,0.0,1.0,0,1,0.019099970813840628,True,ADVANCE,25,2953.54125855276,0.8310249307479225
CN-01,22,0,10,0,11,9.99984732295925,0.055258641900970414,0,0,0.06559997564181685,False,WAIT,36,2464.528271044518,0.8310249307479225
CN-01,23,0,9,0,11,9.99984732295925,0.055258641900970414,0,-1,0.051499984692782164,True,ADVANCE,34,2069.7661282977415,0.8310249307479225
CN-01,24,1,9,1,9,7.517253439780279,-6.594763128582525,1,0,0.029699993319809437,True,ADVANCE,30,1464.7912562580013,0.886426592797784
CN-01,25,0,9,1,8,0.0,-10.0,-1,0,0.036299985367804766,True,ADVANCE,24,1879.2488661058899,0.886426592797784
