scenario,frame,robot_r,robot_c,goal_r,goal_c,nodes_expanded,max_queue_size,time_ms,path_cost,path_length,success,action,pedestrians_count,max_occupancy,coverage
BR-06,228,13,1,13,1,3,6,0.005699985194951296,1.0,1,True,ADVANCE,8,1022.8734649112389,13.627254509018035
BR-06,229,13,0,13,0,3,6,0.005099980626255274,1.0,1,True,ADVANCE,13,1441.9177913467624,13.694054776219106
BR-06,230,14,0,14,0,4,5,0.008800008799880743,1.0,1,True,ADVANCE,11,1028.5655007845503,13.760855043420172
BR-06,231,14,1,14,1,3,4,0.005700043402612209,1.0,1,True,ADVANCE,9,1129.9303907247136,13.827655310621243
BR-06,232,14,2,14,2,4,6,0.008000002708286047,1.0,1,True,ADVANCE,3,1000.0,13.894455577822312
BR-06,233,14,3,14,3,4,7,0.007199996616691351,1.0,1,True,ADVANCE,11,1441.9177913467624,13.961255845023379
BR-06,234,14,4,14,4,4,7,0.005999987479299307,1.0,1,True,ADVANCE,8,1000.0,14.02805611222445
BR-06,235,14,5,14,5,4,7,0.006099988240748644,1.0,1,True,ADVANCE,10,1000.0,14.094856379425519
BR-06,236,13,5,13,5,2,4,0.0029999646358191967,1.0,1,True,ADVANCE,14,2441.9177913467624,14.161656646626586
BR-06,237,13,6,13,6,3,5,0.01009996049106121,1.0,1,True,ADVANCE,8,1800.7374029168082,14.228456913827655
BR-06,238,13,6,13,7,1,1,0.001300009898841381,-1.0,0,False,WAIT,9,1018.3156388887342,14.228456913827655
BR-06,239,13,7,13,7,3,4,0.004299974534660578,1.0,1,True,ADVANCE,13,1641.1803884299545,14.295257181028726
BR-06,240,12,7,12,7,2,4,0.005099980626255274,1.0,1,True,ADVANCE,8,1441.9177913467624,14.362057448229793
BR-06,241,11,7,11,7,2,3,0.00890000956133008,1.0,1,True,ADVANCE,9,1800.7374029168082,14.428857715430862
BR-06,242,10,7,10,7,2,4,0.0039000296965241432,1.0,1,True,ADVANCE,8,1000.0,14.49565798263193
BR-06,243,10,8,10,8,4,7,0.007700000423938036,1.0,1,True,ADVANCE,11,1453.661419803784,14.562458249833
BR-06,244,10,9,10,9,4,7,0.012199976481497288,1.0,1,True,ADVANCE,8,1000.0,14.629258517034069
BR-06,245,9,9,9,9,2,4,0.008000002708286047,1.0,1,True,ADVANCE,7,1000.0,14.696058784235136
BR-06,246,9,10,9,10,3,5,0.012599979527294636,1.0,1,True,ADVANCE,7,1800.7374029168082,14.762859051436205
BR-06,247,8,10,8,10,2,4,0.004800036549568176,1.0,1,True,ADVANCE,7,1211.8496934239954,14.829659318637276
BR-06,248,8,11,8,11,2,2,0.002700020559132099,1.0,1,True,ADVANCE,15,2108.368023221896,14.896459585838343
BR-06,249,7,11,7,11,2,4,0.0031999661587178707,1.0,1,True,ADVANCE,14,1630.0403066181666,14.963259853039412
BR-06,250,6,11,6,11,2,3,0.0025999615900218487,1.0,1,True,ADVANCE,15,1829.3029037013584,15.030060120240481
BR-06,251,6,10,6,10,3,4,0.01090002479031682,1.0,1,True,ADVANCE,11,2000.0,15.096860387441549
BR-06,252,6,9,6,9,3,5,0.007099995855242014,1.0,1,True,ADVANCE,17,1305.234241771148,15.16366065464262
BR-06,253,7,9,7,9,5,6,0.014699995517730713,1.0,1,True,ADVANCE,8,1601.474805833616,15.230460921843688
BR-06,254,6,9,7,12,30,17,0.03439997090026736,5.0,5,True,ADVANCE,14,1613.2184342906376,15.230460921843688
BR-06,255,6,10,6,12,17,12,0.01939997309818864,3.0,3,True,ADVANCE,9,1441.9177913467624,15.230460921843688
BR-06,256,6,11,6,12,9,9,0.011399970389902592,2.0,2,True,ADVANCE,3,1000.0,15.230460921843688
BR-06,257,6,12,6,12,4,6,0.00589998671784997,1.0,1,True,ADVANCE,4,1800.7374029168082,15.297261189044756
BR-06,258,6,13,6,13,4,7,0.015500001609325409,1.0,1,True,ADVANCE,13,1441.9177913467624,15.364061456245825
BR-06,259,6,14,6,14,4,7,0.007099995855242014,1.0,1,True,ADVANCE,5,1000.0,15.430861723446892
BR-06,260,6,15,6,15,4,6,0.00600004568696022,1.0,1,True,ADVANCE,7,1000.0,15.497661990647963
BR-06,261,6,15,5,15,1412,40,1.485200016759336,-1.0,0,False,WAIT,7,1000.0,15.497661990647963
BR-06,262,5,15,5,15,2,4,0.004300032742321491,1.0,1,True,ADVANCE,8,1022.8734649112389,15.564462257849032
BR-06,263,5,16,5,16,3,5,0.005199981387704611,1.0,1,True,ADVANCE,7,1470.483292131313,15.631262525050099
BR-06,264,5,17,5,17,3,4,0.017499958630651236,1.0,1,True,ADVANCE,15,1630.0403066181666,15.69806279225117
BR-06,265,4,17,4,17,2,2,0.007099995855242014,1.0,1,True,ADVANCE,8,1000.0,15.764863059452239
BR-06,266,3,17,3,17,2,3,0.005199981387704611,1.0,1,True,ADVANCE,9,1022.8734649112389,15.831663326653306
BR-06,267,2,17,2,17,2,4,0.005299982149153948,1.0,1,True,ADVANCE,10,1441.9177913467624,15.898463593854375
BR-06,268,2,16,2,16,3,6,0.005399982910603285,1.0,1,True,ADVANCE,14,1240.415194208546,15.965263861055446
BR-06,269,3,16,3,16,5,8,0.008200004231184721,1.0,1,True,ADVANCE,6,1800.7374029168082,16.03206412825651
BR-06,270,3,15,3,15,3,5,0.004799978341907263,1.0,1,True,ADVANCE,10,1055.6379982778428,16.098864395457582
BR-06,271,3,16,3,18,15,11,0.031000003218650818,3.0,3,True,ADVANCE,6,1000.0,16.098864395457582
BR-06,272,3,17,3,18,9,9,0.01969997538253665,2.0,2,True,ADVANCE,10,1282.360776859909,16.098864395457582
BR-06,273,3,18,3,18,4,6,0.008200004231184721,1.0,1,True,ADVANCE,8,1641.1803884299545,16.165664662658653
BR-06,274,3,18,2,18,1355,41,2.2692999918945134,-1.0,0,False,WAIT,12,1441.9177913467624,16.165664662658653
BR-06,275,2,18,2,18,2,4,0.004299974534660578,1.0,1,True,ADVANCE,5,1000.0,16.23246492985972
BR-06,276,2,19,2,19,4,7,0.008600007276982069,1.0,1,True,ADVANCE,7,1000.0,16.299265197060787
BR-06,277,2,20,2,20,4,7,0.015199999324977398,1.0,1,True,ADVANCE,8,1282.360776859909,16.366065464261855
BR-06,278,2,21,2,21,4,7,0.007800001185387373,1.0,1,True,ADVANCE,5,1000.0,16.432865731462925
BR-06,279,2,22,2,22,4,6,0.005699985194951296,1.0,1,True,ADVANCE,6,1000.0,16.499665998663996
BR-06,280,2,23,2,23,4,7,0.007599999662488699,1.0,1,True,ADVANCE,10,1441.9177913467624,16.566466265865063
BR-06,281,2,24,2,24,4,6,0.009399955160915852,1.0,1,True,ADVANCE,6,1000.0,16.63326653306613
BR-06,282,2,25,2,25,4,6,0.005999987479299307,1.0,1,True,ADVANCE,10,1441.9177913467624,16.7000668002672
BR-06,283,2,26,2,26,4,6,0.006199989002197981,1.0,1,True,ADVANCE,12,1641.1803884299545,16.76686706746827
BR-06,284,2,27,2,27,4,7,0.014599994756281376,1.0,1,True,ADVANCE,7,1800.7374029168082,16.83366733466934
BR-06,285,2,28,2,28,4,7,0.009400013368576765,1.0,1,True,ADVANCE,6,1000.0,16.90046760187041
BR-06,286,2,29,2,29,4,7,0.01669995253905654,1.0,1,True,ADVANCE,9,1641.1803884299545,16.967267869071474
BR-06,287,2,30,2,30,4,7,0.007299997378140688,1.0,1,True,ADVANCE,6,1000.0,17.034068136272545
BR-06,288,2,31,2,31,4,7,0.007499998901039362,1.0,1,True,ADVANCE,8,1601.474805833616,17.100868403473616
BR-06,289,2,32,2,32,4,7,0.00589998671784997,1.0,1,True,ADVANCE,7,1000.0,17.167668670674683
BR-06,290,2,33,2,33,4,7,0.00890000956133008,1.0,1,True,ADVANCE,11,1240.415194208546,17.234468937875754
BR-06,291,2,33,2,34,1376,49,1.8512000096961856,-1.0,0,False,WAIT,9,1470.483292131313,17.234468937875754
BR-06,292,2,34,2,34,4,7,0.006399990525096655,1.0,1,True,ADVANCE,10,2055.6379982778426,17.30126920507682
BR-06,293,2,35,2,35,4,7,0.00589998671784997,1.0,1,True,ADVANCE,7,1000.0,17.368069472277888
BR-06,294,2,36,2,36,4,7,0.011699972674250603,1.0,1,True,ADVANCE,13,1211.8496934239954,17.43486973947896
BR-06,295,2,37,2,37,4,7,0.006699992809444666,1.0,1,True,ADVANCE,6,1000.0,17.501670006680026
BR-06,296,2,37,3,37,1415,50,2.211000013630837,-1.0,0,False,WAIT,7,1000.0,17.501670006680026
BR-06,297,3,37,3,37,4,6,0.006299989763647318,1.0,1,True,ADVANCE,12,2129.9303907247136,17.568470273881097
BR-06,298,3,36,3,36,3,5,0.005600042641162872,1.0,1,True,ADVANCE,8,1000.0,17.635270541082164
BR-06,299,3,36,3,35,1375,52,1.7929000314325094,-1.0,0,False,WAIT,9,1441.9177913467624,17.635270541082164
BR-06,300,3,35,3,35,3,6,0.008200004231184721,1.0,1,True,ADVANCE,6,1055.6379982778428,17.70207080828323
BR-06,301,3,34,3,34,3,6,0.015700003132224083,1.0,1,True,ADVANCE,8,1000.0,17.768871075484302
BR-06,302,3,33,3,33,3,6,0.012299977242946625,1.0,1,True,ADVANCE,11,1641.1803884299545,17.835671342685373
BR-06,303,3,32,3,32,3,6,0.012699980288743973,1.0,1,True,ADVANCE,8,1011.7436284570214,17.90247160988644
BR-06,304,3,31,3,31,3,5,0.008500006515532732,1.0,1,True,ADVANCE,6,1000.0,17.969271877087508
BR-06,305,3,30,3,30,3,6,0.006299989763647318,1.0,1,True,ADVANCE,16,1819.0530418055423,18.03607214428858
BR-06,306,3,29,3,29,2,2,0.00300002284348011,1.0,1,True,ADVANCE,10,1441.9177913467624,18.102872411489646
BR-06,307,3,28,3,28,3,6,0.012499978765845299,1.0,1,True,ADVANCE,11,1028.5655007845503,18.169672678690716
BR-06,308,3,27,3,27,2,2,0.0048999791033566,1.0,1,True,ADVANCE,8,1000.0,18.236472945891784
BR-06,309,3,26,3,26,3,6,0.011300027836114168,1.0,1,True,ADVANCE,8,1129.9303907247136,18.30327321309285
BR-06,310,3,25,3,25,3,6,0.010600022505968809,1.0,1,True,ADVANCE,6,1011.7436284570214,18.37007348029392
BR-06,311,4,25,4,25,2,1,0.006399990525096655,1.0,1,True,ADVANCE,8,1000.0,18.43687374749499
BR-06,312,4,25,4,24,1,1,0.003200024366378784,-1.0,0,False,WAIT,10,1641.1803884299545,18.43687374749499
BR-06,313,4,24,4,24,3,5,0.015199999324977398,1.0,1,True,ADVANCE,17,1619.7904447223502,18.50367401469606
BR-06,314,4,23,4,23,2,3,0.01680001150816679,1.0,1,True,ADVANCE,11,1930.6677936415217,18.570474281897127
BR-06,315,3,23,3,23,2,4,0.014400051441043615,1.0,1,True,ADVANCE,6,1000.0,18.637274549098194
BR-06,316,3,22,3,22,3,5,0.010700023267418146,1.0,1,True,ADVANCE,11,1011.7436284570214,18.704074816299265
BR-06,317,3,21,3,21,3,6,0.007499998901039362,1.0,1,True,ADVANCE,9,1034.6170933682602,18.770875083500336
BR-06,318,3,20,3,20,3,6,0.011399970389902592,1.0,1,True,ADVANCE,7,1028.5655007845503,18.837675350701403
BR-06,319,3,19,3,19,3,6,0.01580000389367342,1.0,1,True,ADVANCE,12,1282.360776859909,18.90447561790247
BR-06,320,4,19,4,19,5,8,0.02640002639964223,1.0,1,True,ADVANCE,11,1282.360776859909,18.97127588510354
BR-06,321,4,18,4,18,3,6,0.010300020221620798,1.0,1,True,ADVANCE,9,1028.5655007845503,19.03807615230461
BR-06,322,5,18,5,18,5,7,0.009700015652924776,1.0,1,True,ADVANCE,6,1000.0,19.10487641950568
BR-06,323,5,19,5,19,4,7,0.008600007276982069,1.0,1,True,ADVANCE,3,1000.0,19.171676686706746
BR-06,324,5,20,5,20,4,7,0.02400000812485814,1.0,1,True,ADVANCE,5,1000.0,19.238476953907817
BR-06,325,4,20,4,20,2,4,0.01279998105019331,1.0,1,True,ADVANCE,10,1664.0538533411934,19.305277221108884
BR-06,326,4,21,4,21,4,7,0.008500006515532732,1.0,1,True,ADVANCE,10,1441.9177913467624,19.37207748830995
BR-06,327,4,22,4,22,4,7,0.01379998866468668,1.0,1,True,ADVANCE,4,1000.0,19.438877755511022
BR-06,328,5,22,5,22,5,8,0.014999997802078724,1.0,1,True,ADVANCE,6,2011.7436284570213,19.505678022712093
BR-06,329,5,21,5,21,3,6,0.020499981474131346,1.0,1,True,ADVANCE,10,1601.474805833616,19.57247828991316
BR-06,330,6,21,6,21,5,8,0.019199971575289965,1.0,1,True,ADVANCE,14,1601.474805833616,19.639278557114228
BR-06,331,6,20,6,20,3,6,0.012599979527294636,1.0,1,True,ADVANCE,5,1000.0,19.7060788243153
BR-06,332,6,19,6,19,3,6,0.010100018698722124,1.0,1,True,ADVANCE,9,1000.0,19.772879091516366
BR-06,333,6,18,6,18,3,6,0.009300012607127428,1.0,1,True,ADVANCE,6,1000.0,19.839679358717436
BR-06,334,6,17,6,17,3,6,0.01309998333454132,1.0,1,True,ADVANCE,10,1441.9177913467624,19.906479625918504
BR-06,335,6,16,6,16,3,6,0.014399993233382702,1.0,1,True,ADVANCE,12,1441.9177913467624,19.97327989311957
BR-06,336,6,16,7,16,1360,42,2.4662999785505235,-1.0,0,False,WAIT,11,1129.9303907247136,19.97327989311957
BR-06,337,7,16,7,16,5,7,0.023200002033263445,1.0,1,True,ADVANCE,8,1211.8496934239954,20.04008016032064
BR-06,338,7,15,7,15,3,6,0.013999990187585354,1.0,1,True,ADVANCE,9,1028.5655007845503,20.10688042752171
BR-06,339,7,15,7,14,1,1,0.0030999653972685337,-1.0,0,False,WAIT,8,1129.9303907247136,20.10688042752171
BR-06,340,7,14,7,14,3,5,0.013000040780752897,1.0,1,True,ADVANCE,10,1282.360776859909,20.17368069472278
BR-06,341,7,13,7,13,3,6,0.007800001185387373,1.0,1,True,ADVANCE,5,1000.0,20.240480961923847
BR-06,342,7,12,7,12,3,6,0.007700000423938036,1.0,1,True,ADVANCE,15,1441.9177913467624,20.307281229124914
BR-06,343,8,12,8,12,5,7,0.011500029359012842,1.0,1,True,ADVANCE,6,1129.9303907247136,20.374081496325985
BR-06,344,8,13,8,13,2,2,0.005799985956400633,1.0,1,True,ADVANCE,13,1129.9303907247136,20.440881763527056
BR-06,345,8,14,8,14,4,7,0.009700015652924776,1.0,1,True,ADVANCE,11,1055.6379982778428,20.507682030728123
BR-06,346,9,14,9,14,4,6,0.006999995093792677,1.0,1,True,ADVANCE,5,1000.0,20.57448229792919
BR-06,347,9,13,9,13,3,5,0.005700043402612209,1.0,1,True,ADVANCE,10,1011.7436284570214,20.64128256513026
BR-06,348,9,13,9,12,1,1,0.002300017513334751,-1.0,0,False,WAIT,12,1141.6740191817348,20.64128256513026
BR-06,349,9,13,9,12,1,1,0.006299989763647318,-1.0,0,False,WAIT,8,1011.7436284570214,20.64128256513026
BR-06,350,9,12,9,12,3,6,0.00790000194683671,1.0,1,True,ADVANCE,6,1000.0,20.70808283233133
BR-06,351,9,11,9,11,3,6,0.006199989002197981,1.0,1,True,ADVANCE,8,1055.6379982778428,20.7748830995324
BR-06,352,10,11,10,11,5,8,0.014699995517730713,1.0,1,True,ADVANCE,5,1000.0,20.841683366733466
BR-06,353,10,10,10,10,3,6,0.00689999433234334,1.0,1,True,ADVANCE,11,1441.9177913467624,20.908483633934534
BR-06,354,10,10,10,12,1356,38,1.3339999713934958,-1.0,0,False,WAIT,12,1320.2177166458912,20.908483633934534
BR-06,355,10,10,10,12,1388,41,1.5338999801315367,-1.0,0,False,WAIT,9,1000.0,20.908483633934534
BR-06,356,10,11,10,12,9,8,0.013299984857439995,2.0,2,True,ADVANCE,6,1055.6379982778428,20.908483633934534
BR-06,357,10,12,10,12,3,4,0.01009996049106121,1.0,1,True,ADVANCE,14,1282.360776859909,20.975283901135604
BR-06,358,10,12,10,13,1,1,0.002300017513334751,-1.0,0,False,WAIT,7,1000.0,20.975283901135604
BR-06,359,10,13,10,13,4,7,0.007399998139590025,1.0,1,True,ADVANCE,7,1000.0,21.04208416833667
BR-06,360,10,14,10,14,4,7,0.00689999433234334,1.0,1,True,ADVANCE,14,1856.3754011946507,21.108884435537743
BR-06,361,10,15,10,15,4,6,0.010100018698722124,1.0,1,True,ADVANCE,9,1282.360776859909,21.175684702738813
BR-06,362,10,15,9,15,1,1,0.001900014467537403,-1.0,0,False,WAIT,9,1641.1803884299545,21.175684702738813
BR-06,363,9,15,9,15,2,4,0.0035999692045152187,1.0,1,True,ADVANCE,10,1211.8496934239954,21.24248496993988
BR-06,364,9,16,9,16,3,5,0.005499983672052622,1.0,1,True,ADVANCE,3,1641.1803884299545,21.309285237140948
BR-06,365,8,16,8,16,2,4,0.005699985194951296,1.0,1,True,ADVANCE,8,1000.0,21.37608550434202
BR-06,366,8,16,8,17,1,1,0.002100015990436077,-1.0,0,False,WAIT,10,1441.9177913467624,21.37608550434202
BR-06,367,8,17,8,17,3,4,0.011399970389902592,1.0,1,True,ADVANCE,10,1000.0,21.442885771543086
BR-06,368,8,17,7,17,1,1,0.002100015990436077,-1.0,0,False,WAIT,14,1641.1803884299545,21.442885771543086
BR-06,369,7,17,7,17,2,4,0.006299989763647318,1.0,1,True,ADVANCE,6,1800.7374029168082,21.509686038744157
BR-06,370,7,18,7,18,4,7,0.015500001609325409,1.0,1,True,ADVANCE,9,1601.474805833616,21.576486305945224
BR-06,371,7,19,7,19,4,7,0.009700015652924776,1.0,1,True,ADVANCE,3,1000.0,21.64328657314629
BR-06,372,7,20,7,20,4,7,0.006699992809444666,1.0,1,True,ADVANCE,9,1018.3156388887342,21.710086840347362
BR-06,373,7,21,7,21,4,7,0.026500027161091566,1.0,1,True,ADVANCE,9,1441.9177913467624,21.77688710754843
BR-06,374,7,22,7,22,4,7,0.011699972674250603,1.0,1,True,ADVANCE,11,1028.5655007845503,21.8436873747495
BR-06,375,6,22,6,22,2,4,0.004799978341907263,1.0,1,True,ADVANCE,8,1022.8734649112389,21.910487641950567
BR-06,376,6,23,6,23,4,7,0.007199996616691351,1.0,1,True,ADVANCE,7,1641.1803884299545,21.977287909151634
BR-06,377,5,23,5,23,2,4,0.009000010322779417,1.0,1,True,ADVANCE,5,1601.474805833616,22.044088176352705
BR-06,378,5,24,5,24,4,7,0.008800008799880743,1.0,1,True,ADVANCE,7,1000.0,22.110888443553776
BR-06,379,5,25,5,25,4,6,0.0097999582067132,1.0,1,True,ADVANCE,9,1453.661419803784,22.177688710754843
BR-06,380,5,26,5,26,4,7,0.010100018698722124,1.0,1,True,ADVANCE,13,1282.360776859909,22.24448897795591
BR-06,381,4,26,4,26,2,4,0.003600027412176132,1.0,1,True,ADVANCE,13,2000.0,22.31128924515698
BR-06,382,4,27,4,27,4,7,0.006500049494206905,1.0,1,True,ADVANCE,12,1800.7374029168082,22.37808951235805
BR-06,383,4,27,4,28,1,1,0.001400010660290718,-1.0,0,False,WAIT,8,1282.360776859909,22.37808951235805
BR-06,384,4,28,4,28,4,7,0.01580000389367342,1.0,1,True,ADVANCE,6,1055.6379982778428,22.44488977955912
BR-06,385,4,29,4,29,4,7,0.011800031643360853,1.0,1,True,ADVANCE,6,1000.0,22.511690046760187
BR-06,386,4,30,4,30,4,7,0.009400013368576765,1.0,1,True,ADVANCE,8,1000.0,22.578490313961254
BR-06,387,4,31,4,31,4,5,0.006099988240748644,1.0,1,True,ADVANCE,6,1000.0,22.645290581162325
BR-06,388,5,31,5,31,4,6,0.005999987479299307,1.0,1,True,ADVANCE,11,1601.474805833616,22.712090848363392
BR-06,389,5,30,5,30,3,5,0.004799978341907263,1.0,1,True,ADVANCE,9,1000.0,22.778891115564463
BR-06,390,5,29,5,29,3,6,0.004999979864805937,1.0,1,True,ADVANCE,6,1022.8734649112389,22.84569138276553
BR-06,391,5,28,5,28,3,6,0.02039998071268201,1.0,1,True,ADVANCE,8,1152.8038556359525,22.912491649966597
BR-06,392,5,27,5,27,3,6,0.005599984433501959,1.0,1,True,ADVANCE,11,1441.9177913467624,22.979291917167668
BR-06,393,6,27,6,27,5,8,0.008300004992634058,1.0,1,True,ADVANCE,10,1441.9177913467624,23.04609218436874
BR-06,394,6,26,6,26,3,6,0.005100038833916187,1.0,1,True,ADVANCE,3,1000.0,23.112892451569806
BR-06,395,6,25,6,25,3,4,0.004500034265220165,1.0,1,True,ADVANCE,9,1441.9177913467624,23.179692718770877
BR-06,396,6,24,6,24,3,6,0.004799978341907263,1.0,1,True,ADVANCE,11,1022.8734649112389,23.246492985971944
BR-06,397,7,24,7,24,5,8,0.008599949069321156,1.0,1,True,ADVANCE,12,1055.6379982778428,23.31329325317301
BR-06,398,7,23,7,23,3,6,0.05920004332438111,1.0,1,True,ADVANCE,8,1129.9303907247136,23.380093520374082
BR-06,399,8,23,8,23,5,8,0.01569994492456317,1.0,1,True,ADVANCE,9,1000.0,23.446893787575153
BR-06,400,8,22,8,22,3,6,0.01179997343569994,1.0,1,True,ADVANCE,10,1000.0,23.51369405477622
CN-01,1,0,1,0,1,2,2,0.009300012607127428,1.0,1,True,ADVANCE,40,2041.1525971253539,0.110803324099723
CN-01,2,0,2,0,2,2,1,0.007199996616691351,1.0,1,True,ADVANCE,48,2147.4038400853133,0.16620498614958448
CN-01,3,0,2,0,3,1,1,0.004200031980872154,-1.0,0,False,WAIT,35,2000.0,0.16620498614958448
CN-01,4,0,3,0,3,3,4,0.010400020983070135,1.0,1,True,ADVANCE,40,1844.8107972042808,0.221606648199446
CN-01,5,0,4,0,4,3,4,0.006199989002197981,1.0,1,True,ADVANCE,29,1930.6677936415217,0.2770083102493075
CN-01,6,0,5,0,5,3,4,0.012599979527294636,1.0,1,True,ADVANCE,34,2000.0,0.33240997229916897
CN-01,7,0,5,0,6,1462,37,1.7805999959819019,-1.0,0,False,WAIT,27,1601.474805833616,0.33240997229916897
CN-01,8,0,5,0,6,3,1,0.007599999662488699,-1.0,0,False,WAIT,38,3012.5870963408033,0.33240997229916897
CN-01,9,0,6,0,6,3,3,0.005100038833916187,1.0,1,True,ADVANCE,41,1909.105426138704,0.3878116343490305
CN-01,10,0,7,0,7,3,3,0.006999995093792677,1.0,1,True,ADVANCE,43,2040.3469142718386,0.443213296398892
CN-01,11,0,8,0,8,3,3,0.004499976057559252,1.0,1,True,ADVANCE,36,2271.220695048121,0.4986149584487534
CN-01,12,0,9,0,9,3,4,0.008300004992634058,1.0,1,True,ADVANCE,29,3042.044330841377,0.554016620498615
CN-01,13,0,10,0,10,3,4,0.00500003807246685,1.0,1,True,ADVANCE,31,1800.7374029168082,0.6094182825484765
CN-01,14,0,11,0,11,3,4,0.009199953638017178,1.0,1,True,ADVANCE,25,1441.9177913467624,0.6648199445983379
CN-01,15,0,11,0,12,1,1,0.008100003469735384,-1.0,0,False,WAIT,36,2731.40519655833,0.6648199445983379
CN-01,16,0,11,0,12,1,1,0.002400018274784088,-1.0,0,False,WAIT,33,2160.660702159038,0.6648199445983379
CN-01,17,0,12,0,12,3,4,0.00589998671784997,1.0,1,True,ADVANCE,33,2158.495891509264,0.7202216066481995
CN-01,18,0,13,0,13,3,3,0.008499948307871819,1.0,1,True,ADVANCE,42,2441.9177913467624,0.775623268698061
CN-01,19,0,14,0,14,3,4,0.008500006515532732,1.0,1,True,ADVANCE,28,2610.931106752829,0.8310249307479225
CN-01,20,0,15,0,15,3,4,0.005699985194951296,1.0,1,True,ADVANCE,41,2265.5286591748095,0.886426592797784
CN-01,21,0,15,0,16,1,1,0.001600012183189392,-1.0,0,False,WAIT,25,2953.54125855276,0.886426592797784
CN-01,22,0,15,0,16,1,1,0.003200024366378784,-1.0,0,False,WAIT,36,2464.528271044518,0.886426592797784
CN-01,23,0,16,0,16,3,4,0.009300012607127428,1.0,1,True,ADVANCE,34,2069.7661282977415,0.9418282548476453
CN-01,24,0,17,0,17,3,4,0.006399990525096655,1.0,1,True,ADVANCE,30,1464.7912562580013,0.9972299168975068
CN-01,25,0,18,0,18,3,3,0.004299974534660578,1.0,1,True,ADVANCE,24,1879.2488661058899,1.0526315789473684
CN-01,26,0,19,0,19,2,1,0.009500014130026102,1.0,1,True,ADVANCE,29,1641.1803884299545,1.10803324099723
CN-01,27,1,19,1,19,3,3,0.007800001185387373,1.0,1,True,ADVANCE,41,2747.1520331179104,1.1634349030470914
CN-01,28,1,18,1,18,3,4,0.005499983672052622,1.0,1,True,ADVANCE,35,2595.5687134721093,1.218836565096953
CN-01,29,2,18,2,18,4,5,0.014399993233382702,1.0,1,True,ADVANCE,26,1216.7360464437916,1.2742382271468145
CN-01,30,2,18,2,17,1,1,0.002400018274784088,-1.0,0,False,WAIT,42,2022.873464911239,1.2742382271468145
CN-01,31,2,17,2,17,3,5,0.0077999429777264595,1.0,1,True,ADVANCE,27,2000.0,1.3296398891966759
CN-01,32,2,17,2,16,1,1,0.006399990525096655,-1.0,0,False,WAIT,30,1601.474805833616,1.3296398891966759
CN-01,33,2,16,2,16,2,3,0.00890000956133008,1.0,1,True,ADVANCE,21,1211.8496934239954,1.3850415512465373
CN-01,34,1,16,1,16,2,4,0.004999979864805937,1.0,1,True,ADVANCE,37,2000.0,1.440443213296399
CN-01,35,1,15,1,15,3,4,0.008000002708286047,1.0,1,True,ADVANCE,35,1749.5484116518503,1.4958448753462603
CN-01,36,1,15,1,14,1385,38,1.5961999888531864,-1.0,0,False,WAIT,32,2080.0044664803395,1.4958448753462603
CN-01,37,1,14,1,14,3,4,0.008899951353669167,1.0,1,True,ADVANCE,37,1875.9035467651888,1.551246537396122
CN-01,38,1,13,1,13,3,4,0.006699992809444666,1.0,1,True,ADVANCE,32,2169.013315406066,1.6066481994459834
CN-01,39,1,12,1,12,3,4,0.006100046448409557,1.0,1,True,ADVANCE,40,2134.3793977375985,1.662049861495845
CN-01,40,1,11,1,11,3,5,0.023300002794712782,1.0,1,True,ADVANCE,38,1993.2468411490988,1.7174515235457064
CN-01,41,1,10,1,10,3,5,0.005199981387704611,1.0,1,True,ADVANCE,32,2191.466202998613,1.772853185595568
CN-01,42,1,9,1,9,3,5,0.015199999324977398,1.0,1,True,ADVANCE,36,1936.0726861534208,1.8282548476454294
CN-01,43,1,8,1,8,3,5,0.006300047971308231,1.0,1,True,ADVANCE,34,2211.8496934239956,1.8836565096952906
CN-01,44,1,7,1,7,3,5,0.00909995287656784,1.0,1,True,ADVANCE,37,2641.1803884299543,1.9390581717451523
CN-01,45,1,6,1,6,3,3,0.006999995093792677,1.0,1,True,ADVANCE,35,2187.627962173755,1.9944598337950137
CN-01,46,2,6,2,6,4,5,0.00990001717582345,1.0,1,True,ADVANCE,40,1930.6677936415217,2.0498614958448753
CN-01,47,2,5,2,5,3,5,0.005099980626255274,1.0,1,True,ADVANCE,24,1211.8496934239954,2.1052631578947367
CN-01,48,2,5,2,4,1,1,0.004800036549568176,-1.0,0,False,WAIT,33,1800.7374029168082,2.1052631578947367
CN-01,49,2,4,2,4,2,3,0.006399990525096655,1.0,1,True,ADVANCE,32,2129.9303907247136,2.160664819944598
CN-01,50,1,4,1,4,2,4,0.003600027412176132,1.0,1,True,ADVANCE,34,2181.6004117468697,2.21606648199446
CN-01,51,1,4,1,3,1,1,0.001700012944638729,-1.0,0,False,WAIT,31,1800.7374029168082,2.21606648199446
CN-01,52,1,3,1,3,3,4,0.008700008038431406,1.0,1,True,ADVANCE,31,2138.7361780545602,2.2714681440443214
CN-01,53,1,2,1,2,3,5,0.007199996616691351,1.0,1,True,ADVANCE,35,1871.345720742684,2.326869806094183
CN-01,54,1,2,1,1,1,1,0.001900014467537403,-1.0,0,False,WAIT,33,2464.528271044518,2.326869806094183
CN-01,55,1,1,1,1,3,5,0.006900052540004253,1.0,1,True,ADVANCE,35,2941.8568041785975,2.3822714681440442
