scenario,frame,robot_r,robot_c,goal_r,goal_c,nodes_expanded,max_queue_size,time_ms,path_cost,path_length,success,action,pedestrians_count,max_occupancy,coverage
CN-01,56,1,0,1,0,3,5,0.008700008038431406,1.0,1,True,ADVANCE,26,1969.750718322874,2.437673130193906
CN-01,57,2,0,2,0,4,4,0.009699957445263863,1.0,1,True,ADVANCE,24,1658.385975615811,2.4930747922437675
CN-01,58,2,1,2,1,3,4,0.006599992047995329,1.0,1,True,ADVANCE,32,1749.5484116518503,2.548476454293629
CN-01,59,2,2,2,2,4,6,0.016000005416572094,1.0,1,True,ADVANCE,35,2211.8496934239956,2.6038781163434903
CN-01,60,2,2,2,3,1,1,0.0032999669201672077,-1.0,0,False,WAIT,34,2403.1466249744826,2.6038781163434903
CN-01,61,2,3,2,3,4,7,0.012499978765845299,1.0,1,True,ADVANCE,32,1853.03008185395,2.6592797783933517
CN-01,62,2,3,3,3,1,1,0.0022999593056738377,-1.0,0,False,WAIT,40,2774.9371282525676,2.6592797783933517
CN-01,63,2,3,3,3,1,1,0.007599999662488699,-1.0,0,False,WAIT,42,2242.6551942635706,2.6592797783933517
CN-01,64,2,3,3,3,1,1,0.003200024366378784,-1.0,0,False,WAIT,32,2191.466202998613,2.6592797783933517
CN-01,65,3,3,3,3,5,8,0.018600025214254856,1.0,1,True,ADVANCE,25,1470.483292131313,2.714681440443213
CN-01,66,3,2,3,2,3,6,0.006299989763647318,1.0,1,True,ADVANCE,26,1459.123378532619,2.7700831024930745
CN-01,67,3,2,3,1,1,1,0.004599976819008589,-1.0,0,False,WAIT,45,3282.3607768599086,2.7700831024930745
CN-01,68,3,2,3,1,1,1,0.004500034265220165,-1.0,0,False,WAIT,34,1641.1803884299545,2.7700831024930745
CN-01,69,3,1,3,1,3,6,0.007700000423938036,1.0,1,True,ADVANCE,32,2030.902735229538,2.8254847645429364
CN-01,70,3,0,3,0,2,3,0.008800008799880743,1.0,1,True,ADVANCE,26,1709.8428290555119,2.880886426592798
CN-01,71,4,0,4,0,4,5,0.007099995855242014,1.0,1,True,ADVANCE,30,1664.6573999864268,2.936288088642659
CN-01,72,4,1,4,1,3,4,0.005300040356814861,1.0,1,True,ADVANCE,35,2696.8183867077973,2.9916897506925206
CN-01,73,4,1,4,2,1,1,0.0031999661587178707,-1.0,0,False,WAIT,21,1749.5484116518503,2.9916897506925206
CN-01,74,4,1,4,2,1,1,0.00689999433234334,-1.0,0,False,WAIT,46,2562.242610608135,2.9916897506925206
CN-01,75,4,1,4,2,1,1,0.004300032742321491,-1.0,0,False,WAIT,30,2147.078911693634,2.9916897506925206
CN-01,76,4,2,4,2,4,6,0.010199961252510548,1.0,1,True,ADVANCE,31,1657.112804111459,3.0470914127423825
CN-01,77,4,3,4,3,3,5,0.005699985194951296,1.0,1,True,ADVANCE,40,2823.610867828047,3.102493074792244
CN-01,78,4,4,4,4,4,6,0.013400043826550245,1.0,1,True,ADVANCE,39,3008.7865351862915,3.1578947368421053
CN-01,79,3,4,3,4,2,4,0.005700043402612209,1.0,1,True,ADVANCE,33,1819.0530418055423,3.2132963988919667
CN-01,80,3,4,3,5,1,1,0.002500019036233425,-1.0,0,False,WAIT,34,1800.7374029168082,3.2132963988919667
CN-01,81,3,4,3,5,1,1,0.001500011421740055,-1.0,0,False,WAIT,32,2026.011374515703,3.2132963988919667
CN-01,82,3,5,3,5,4,7,0.01279998105019331,1.0,1,True,ADVANCE,23,1936.0726861534208,3.2686980609418286
CN-01,83,3,5,3,6,1,1,0.003500026650726795,-1.0,0,False,WAIT,40,2277.0093024183475,3.2686980609418286
CN-01,84,3,5,3,6,1,1,0.005199981387704611,-1.0,0,False,WAIT,41,2129.9303907247136,3.2686980609418286
CN-01,85,3,5,3,6,1,1,0.003800028935074806,-1.0,0,False,WAIT,40,2271.6044099064484,3.2686980609418286
CN-01,86,3,6,3,6,3,3,0.00890000956133008,1.0,1,True,ADVANCE,30,2129.9303907247136,3.32409972299169
CN-01,87,3,7,3,7,4,7,0.008300004992634058,1.0,1,True,ADVANCE,31,2819.0530418055423,3.3795013850415514
CN-01,88,2,7,2,7,2,4,0.005900044925510883,1.0,1,True,ADVANCE,40,2240.415194208546,3.434903047091413
CN-01,89,2,8,2,8,4,7,0.017400016076862812,1.0,1,True,ADVANCE,42,2264.4777815547905,3.4903047091412747
CN-01,90,2,9,2,9,4,6,0.006699992809444666,1.0,1,True,ADVANCE,32,1812.4810313738294,3.545706371191136
CN-01,91,2,10,2,10,4,7,0.011000025551766157,1.0,1,True,ADVANCE,26,1782.8544076116893,3.6011080332409975
CN-01,92,2,11,2,11,3,4,0.005699985194951296,1.0,1,True,ADVANCE,36,2389.7341059572045,3.656509695290859
CN-01,93,2,12,2,12,4,7,0.011400028597563505,1.0,1,True,ADVANCE,39,2260.9708331523047,3.71191135734072
CN-01,94,2,13,2,13,4,7,0.008400005754083395,1.0,1,True,ADVANCE,30,2375.855714923734,3.7673130193905813
CN-01,95,2,13,3,13,1,1,0.0036999699659645557,-1.0,0,False,WAIT,36,2141.674019181735,3.7673130193905813
CN-01,96,3,13,3,13,4,6,0.025999965146183968,1.0,1,True,ADVANCE,35,2261.785670860652,3.822714681440443
CN-01,97,3,12,3,12,3,5,0.015199999324977398,1.0,1,True,ADVANCE,34,1909.105426138704,3.8781163434903045
CN-01,98,3,12,3,11,1347,36,1.4168000197969377,-1.0,0,False,WAIT,34,2182.2230696618553,3.8781163434903045
CN-01,99,3,12,3,11,1409,38,1.455600024200976,-1.0,0,False,WAIT,29,1800.7374029168082,3.8781163434903045
