scenario,n_frames,total_steps,coverage_percent,coverage_per_step,advance_rate,avg_nodes_expanded,max_nodes_expanded,avg_queue_size,total_time_ms,avg_time_ms,max_time_ms,success_rate,wait_count,max_consecutive_waits
BR-06,400,364,23.51369405477622,0.06459806059004457,91.0,65.07417582417582,1454,12.848901098901099,61.696800228673965,0.1542420005716849,4.0074000135064125,91.0,36,2
CN-01,99,69,3.8781163434903045,0.05620458468826528,69.6969696969697,27.07246376811594,1462,10.333333333333334,11.031299931346439,0.11142727203380241,2.0736000005854294,69.6969696969697,30,3
