scenario,n_frames,total_steps,coverage_percent,coverage_per_step,advance_rate,avg_nodes_expanded,max_nodes_expanded,avg_queue_size,total_time_ms,avg_time_ms,max_time_ms,success_rate,wait_count,replan_pct_frames,avg_cells_changed,max_km_value,max_consecutive_waits
BR-06,400,369,24.04809619238477,0.06517099239128664,92.25,1.915989159891599,8,3.138211382113821,664.2063001054339,1.6605157502635848,21.779000002425164,92.25,31,99.75,759.695,3.0,2
CN-01,99,76,4.265927977839335,0.05613063128735968,76.76767676767676,1.7763157894736843,2,2.9210526315789473,761.1146000563167,7.688026263195118,99.87829998135567,76.76767676767676,23,98.98989898989899,1631.1010101010102,0.0,3
