scenario,frame,robot_r,robot_c,goal_r,goal_c,force_r,force_c,dr,dc,time_ms,success,action,pedestrians_count,max_occupancy,coverage,is_in_corridor,fallback_triggered
BR-06,203,11,8,11,9,0.0,6.0,0,1,0.021799991372972727,True,ADVANCE,12,1211.8496934239954,12.558450233800937,False,False
BR-06,204,11,9,11,9,0.0,3.0,0,1,0.020700041204690933,True,ADVANCE,9,1969.750718322874,12.625250501002002,False,False
BR-06,205,10,9,10,9,-3.0,0.0,-1,0,0.048600020818412304,True,ADVANCE,12,1282.360776859909,12.692050768203073,False,False
BR-06,206,9,9,9,9,-3.0,0.0,-1,0,0.02269999822601676,True,ADVANCE,7,1000.0,12.758851035404142,False,False
BR-06,207,9,10,9,10,0.0,3.0,0,1,0.020299979951232672,True,ADVANCE,8,1000.0,12.825651302605209,False,False
BR-06,208,8,10,8,10,-3.0,0.0,-1,0,0.019700033590197563,True,ADVANCE,7,1000.0,12.89245156980628,False,False
BR-06,209,8,11,8,11,0.0,3.0,0,1,0.02039998071268201,True,ADVANCE,8,1601.474805833616,12.959251837007349,False,False
BR-06,210,7,11,7,11,-3.0,0.0,-1,0,0.020799983758479357,True,ADVANCE,6,1055.6379982778428,13.026052104208416,False,False
BR-06,211,6,11,6,11,-3.0,0.0,-1,0,0.020499981474131346,True,ADVANCE,13,1936.0726861534208,13.092852371409485,False,False
BR-06,212,6,10,6,10,0.0,-3.0,0,-1,0.019199971575289965,True,ADVANCE,4,1000.0,13.159652638610556,False,False
BR-06,213,6,9,6,9,0.0,-3.0,0,-1,0.020499981474131346,True,ADVANCE,11,1282.360776859909,13.226452905811623,False,False
BR-06,214,7,9,7,9,3.0,0.0,1,0,0.019300030544400215,True,ADVANCE,8,1185.5683890025564,13.293253173012692,False,False
BR-06,215,7,9,7,12,0.0,9.0,0,0,0.026099965907633305,False,WAIT,8,1000.0,13.293253173012692,True,True
BR-06,216,7,10,7,12,0.0,9.0,0,1,0.031200004741549492,True,ADVANCE,8,1800.7374029168082,13.360053440213763,False,False
BR-06,217,7,11,7,12,0.0,6.0,0,1,0.01999997766688466,True,ADVANCE,7,1441.9177913467624,13.360053440213763,False,False
BR-06,218,7,12,7,12,0.0,3.0,0,1,0.019199971575289965,True,ADVANCE,8,1000.0,13.426853707414828,False,False
BR-06,219,6,12,6,12,-3.0,0.0,-1,0,0.01899997005239129,True,ADVANCE,13,1022.8734649112389,13.4936539746159,False,False
BR-06,220,6,13,6,13,0.0,3.0,0,1,0.019899976905435324,True,ADVANCE,8,2000.0,13.560454241816966,False,False
BR-06,221,6,14,6,14,0.0,3.0,0,1,0.018600025214254856,True,ADVANCE,8,1000.0,13.627254509018035,False,False
BR-06,222,6,15,6,15,0.0,3.0,0,1,0.018900027498602867,True,ADVANCE,9,1441.9177913467624,13.694054776219106,False,False
BR-06,223,5,15,5,15,-3.0,0.0,-1,0,0.018899969290941954,True,ADVANCE,5,1000.0,13.760855043420172,False,False
BR-06,224,5,16,5,16,0.0,3.0,0,1,0.019700033590197563,True,ADVANCE,6,1800.7374029168082,13.827655310621243,False,False
BR-06,225,5,17,5,17,0.0,3.0,0,1,0.0192999723367393,True,ADVANCE,7,1000.0,13.894455577822312,False,False
BR-06,226,4,17,4,17,-3.0,0.0,-1,0,0.020200037397444248,True,ADVANCE,9,1000.0,13.961255845023379,False,False
BR-06,227,3,17,3,17,-3.0,0.0,-1,0,0.0192999723367393,True,ADVANCE,4,1000.0,14.02805611222445,False,False
BR-06,228,2,17,2,17,-3.0,0.0,-1,0,0.020300038158893585,True,ADVANCE,8,1022.8734649112389,14.094856379425519,False,False
BR-06,229,2,16,2,16,0.0,-3.0,0,-1,0.01950003206729889,True,ADVANCE,13,1441.9177913467624,14.161656646626586,False,False
BR-06,230,3,16,3,16,3.0,0.0,1,0,0.019700033590197563,True,ADVANCE,11,1028.5655007845503,14.228456913827655,False,False
BR-06,231,3,16,3,15,0.0,-3.0,0,0,0.02619996666908264,False,WAIT,9,1129.9303907247136,14.228456913827655,True,True
BR-06,232,3,15,3,15,0.0,-3.0,0,-1,0.01950003206729889,True,ADVANCE,3,1000.0,14.295257181028726,False,False
BR-06,233,3,16,3,18,0.0,9.0,0,1,0.021099986042827368,True,ADVANCE,11,1441.9177913467624,14.295257181028726,False,False
BR-06,234,3,17,3,18,0.0,6.0,0,1,0.021299987565726042,True,ADVANCE,8,1000.0,14.295257181028726,False,False
BR-06,235,3,18,3,18,0.0,3.0,0,1,0.022599997464567423,True,ADVANCE,10,1000.0,14.362057448229793,False,False
BR-06,236,2,18,2,18,-3.0,0.0,-1,0,0.01950003206729889,True,ADVANCE,14,2441.9177913467624,14.428857715430862,False,False
BR-06,237,2,19,2,19,0.0,3.0,0,1,0.020199979189783335,True,ADVANCE,8,1800.7374029168082,14.49565798263193,False,False
BR-06,238,2,20,2,20,0.0,3.0,0,1,0.02440001117065549,True,ADVANCE,9,1018.3156388887342,14.562458249833,False,False
BR-06,239,2,21,2,21,0.0,3.0,0,1,0.03060000017285347,True,ADVANCE,13,1641.1803884299545,14.629258517034069,False,False
BR-06,240,2,22,2,22,0.0,3.0,0,1,0.02239999594166875,True,ADVANCE,8,1441.9177913467624,14.696058784235136,False,False
BR-06,241,2,23,2,23,0.0,3.0,0,1,0.020899984519928694,True,ADVANCE,9,1800.7374029168082,14.762859051436205,False,False
BR-06,242,2,24,2,24,0.0,3.0,0,1,0.02050003968179226,True,ADVANCE,8,1000.0,14.829659318637276,False,False
BR-06,243,2,25,2,25,0.0,3.0,0,1,0.019499973859637976,True,ADVANCE,11,1453.661419803784,14.896459585838343,False,False
BR-06,244,2,26,2,26,0.0,3.0,0,1,0.020199979189783335,True,ADVANCE,8,1000.0,14.963259853039412,False,False
BR-06,245,2,27,2,27,0.0,3.0,0,1,0.020199979189783335,True,ADVANCE,7,1000.0,15.030060120240481,False,False
BR-06,246,2,28,2,28,0.0,3.0,0,1,0.01899997005239129,True,ADVANCE,7,1800.7374029168082,15.096860387441549,False,False
BR-06,247,2,29,2,29,0.0,3.0,0,1,0.019300030544400215,True,ADVANCE,7,1211.8496934239954,15.16366065464262,False,False
BR-06,248,1,29,1,29,-3.0,0.0,-1,0,0.0219999928958714,True,ADVANCE,15,2108.368023221896,15.230460921843688,False,False
BR-06,249,1,30,1,30,0.0,3.0,0,1,0.02099998528137803,True,ADVANCE,14,1630.0403066181666,15.297261189044756,False,False
BR-06,250,0,30,0,30,-3.0,0.0,-1,0,0.018900027498602867,True,ADVANCE,15,1829.3029037013584,15.364061456245825,False,False
BR-06,251,0,31,0,31,0.0,3.0,0,1,0.01880002673715353,True,ADVANCE,11,2000.0,15.430861723446892,False,False
BR-06,252,0,32,0,32,0.0,3.0,0,1,0.02050003968179226,True,ADVANCE,17,1305.234241771148,15.497661990647963,False,False
BR-06,253,0,33,0,33,0.0,3.0,0,1,0.018700025975704193,True,ADVANCE,8,1601.474805833616,15.564462257849032,False,False
BR-06,254,0,34,0,34,0.0,3.0,0,1,0.019900035113096237,True,ADVANCE,14,1613.2184342906376,15.631262525050099,False,False
BR-06,255,0,35,0,35,0.0,3.0,0,1,0.01899997005239129,True,ADVANCE,9,1441.9177913467624,15.69806279225117,False,False
BR-06,256,0,36,0,36,0.0,3.0,0,1,0.018000020645558834,True,ADVANCE,3,1000.0,15.764863059452239,False,False
BR-06,257,0,37,0,37,0.0,3.0,0,1,0.01810002140700817,True,ADVANCE,4,1800.7374029168082,15.831663326653306,False,False
BR-06,258,1,37,0,38,0.0,3.0,1,0,0.039000005926936865,True,ADVANCE,13,1441.9177913467624,15.898463593854375,False,True
BR-06,259,1,36,1,36,0.0,-3.0,0,-1,0.019700033590197563,True,ADVANCE,5,1000.0,15.965263861055446,False,False
BR-06,260,1,35,1,35,0.0,-3.0,0,-1,0.024200009647756815,True,ADVANCE,7,1000.0,16.03206412825651,False,False
BR-06,261,1,34,1,34,0.0,-3.0,0,-1,0.02010003663599491,True,ADVANCE,7,1000.0,16.098864395457582,False,False
BR-06,262,1,33,1,33,0.0,-3.0,0,-1,0.021799991372972727,True,ADVANCE,8,1022.8734649112389,16.165664662658653,False,False
BR-06,263,1,32,1,32,0.0,-3.0,0,-1,0.01999997766688466,True,ADVANCE,7,1470.483292131313,16.23246492985972,False,False
BR-06,264,1,31,1,31,0.0,-3.0,0,-1,0.020499981474131346,True,ADVANCE,15,1630.0403066181666,16.299265197060787,False,False
BR-06,265,2,31,2,31,3.0,0.0,1,0,0.0198000343516469,True,ADVANCE,8,1000.0,16.366065464261855,False,False
BR-06,266,2,30,2,30,0.0,-3.0,0,-1,0.024499953724443913,True,ADVANCE,9,1022.8734649112389,16.432865731462925,False,False
BR-06,267,3,30,3,30,3.0,0.0,1,0,0.021499989088624716,True,ADVANCE,10,1441.9177913467624,16.499665998663996,False,False
BR-06,268,3,29,3,29,0.0,-3.0,0,-1,0.021900050342082977,True,ADVANCE,14,1240.415194208546,16.566466265865063,False,False
BR-06,269,3,28,3,28,0.0,-3.0,0,-1,0.02069998299703002,True,ADVANCE,6,1800.7374029168082,16.63326653306613,False,False
BR-06,270,3,27,3,27,0.0,-3.0,0,-1,0.01999997766688466,True,ADVANCE,10,1055.6379982778428,16.7000668002672,False,False
BR-06,271,3,26,3,26,0.0,-3.0,0,-1,0.02050003968179226,True,ADVANCE,6,1000.0,16.76686706746827,False,False
BR-06,272,3,25,3,25,0.0,-3.0,0,-1,0.0192999723367393,True,ADVANCE,10,1282.360776859909,16.83366733466934,False,False
BR-06,273,4,25,4,25,3.0,0.0,1,0,0.019200029782950878,True,ADVANCE,8,1641.1803884299545,16.90046760187041,False,False
BR-06,274,4,24,4,24,0.0,-3.0,0,-1,0.019400031305849552,True,ADVANCE,12,1441.9177913467624,16.967267869071474,False,False
BR-06,275,4,23,4,23,0.0,-3.0,0,-1,0.020600040443241596,True,ADVANCE,5,1000.0,17.034068136272545,False,False
BR-06,276,3,23,3,23,-3.0,0.0,-1,0,0.020300038158893585,True,ADVANCE,7,1000.0,17.100868403473616,False,False
BR-06,277,3,22,3,22,0.0,-3.0,0,-1,0.020300038158893585,True,ADVANCE,8,1282.360776859909,17.167668670674683,False,False
BR-06,278,3,21,3,21,0.0,-3.0,0,-1,0.019400031305849552,True,ADVANCE,5,1000.0,17.234468937875754,False,False
BR-06,279,2,21,3,20,0.0,-3.0,-1,0,0.031400006264448166,True,ADVANCE,6,1000.0,17.234468937875754,False,True
BR-06,280,3,21,3,20,3.0,-3.0,1,0,0.020199979189783335,True,ADVANCE,10,1441.9177913467624,17.234468937875754,False,False
BR-06,281,4,21,3,20,0.0,-3.0,1,0,0.02629996743053198,True,ADVANCE,6,1000.0,17.30126920507682,False,True
BR-06,282,4,20,4,20,0.0,-3.0,0,-1,0.019599974621087313,True,ADVANCE,10,1441.9177913467624,17.368069472277888,False,False
BR-06,283,3,20,3,20,-3.0,0.0,-1,0,0.02169999061152339,True,ADVANCE,12,1641.1803884299545,17.43486973947896,False,False
BR-06,284,3,19,3,19,0.0,-3.0,0,-1,0.01969997538253665,True,ADVANCE,7,1800.7374029168082,17.501670006680026,False,False
BR-06,285,4,19,4,19,3.0,0.0,1,0,0.01999997766688466,True,ADVANCE,6,1000.0,17.568470273881097,False,False
BR-06,286,4,18,4,18,0.0,-3.0,0,-1,0.020099978428333998,True,ADVANCE,9,1641.1803884299545,17.635270541082164,False,False
BR-06,287,5,18,5,18,3.0,0.0,1,0,0.019199971575289965,True,ADVANCE,6,1000.0,17.70207080828323,False,False
BR-06,288,5,19,5,19,0.0,3.0,0,1,0.477899971883744,True,ADVANCE,8,1601.474805833616,17.768871075484302,False,False
BR-06,289,5,20,5,20,0.0,3.0,0,1,0.026300025638192892,True,ADVANCE,7,1000.0,17.835671342685373,False,False
BR-06,290,5,21,5,21,0.0,3.0,0,1,0.033699965570122004,True,ADVANCE,11,1240.415194208546,17.90247160988644,False,False
BR-06,291,5,22,5,22,0.0,3.0,0,1,0.024500011932104826,True,ADVANCE,9,1470.483292131313,17.969271877087508,False,False
BR-06,292,6,22,4,22,-3.0,0.0,1,0,0.04930002614855766,True,ADVANCE,10,2055.6379982778426,18.03607214428858,False,True
BR-06,293,6,21,6,21,0.0,-3.0,0,-1,0.027600035537034273,True,ADVANCE,7,1000.0,18.102872411489646,False,False
BR-06,294,6,20,6,20,0.0,-3.0,0,-1,0.026399968191981316,True,ADVANCE,13,1211.8496934239954,18.169672678690716,False,False
BR-06,295,6,19,6,19,0.0,-3.0,0,-1,0.026500027161091566,True,ADVANCE,6,1000.0,18.236472945891784,False,False
BR-06,296,6,18,6,18,0.0,-3.0,0,-1,0.026300025638192892,True,ADVANCE,7,1000.0,18.30327321309285,False,False
BR-06,297,6,17,6,17,0.0,-3.0,0,-1,0.02789997961372137,True,ADVANCE,12,2129.9303907247136,18.37007348029392,False,False
BR-06,298,6,16,6,16,0.0,-3.0,0,-1,0.020799983758479357,True,ADVANCE,8,1000.0,18.43687374749499,False,False
BR-06,299,7,16,7,16,3.0,0.0,1,0,0.019499973859637976,True,ADVANCE,9,1441.9177913467624,18.50367401469606,False,False
BR-06,300,7,15,7,15,0.0,-3.0,0,-1,0.01999997766688466,True,ADVANCE,6,1055.6379982778428,18.570474281897127,False,False
BR-06,301,7,14,7,14,0.0,-3.0,0,-1,0.020599982235580683,True,ADVANCE,8,1000.0,18.637274549098194,False,False
BR-06,302,7,13,7,13,0.0,-3.0,0,-1,0.019499973859637976,True,ADVANCE,11,1641.1803884299545,18.704074816299265,False,False
BR-06,303,8,13,8,13,3.0,0.0,1,0,0.019600032828748226,True,ADVANCE,8,1011.7436284570214,18.770875083500336,False,False
BR-06,304,8,12,8,12,0.0,-3.0,0,-1,0.02139998832717538,True,ADVANCE,6,1000.0,18.837675350701403,False,False
BR-06,305,9,12,9,12,3.0,0.0,1,0,0.019899976905435324,True,ADVANCE,16,1819.0530418055423,18.90447561790247,False,False
BR-06,306,9,11,9,11,0.0,-3.0,0,-1,0.019199971575289965,True,ADVANCE,10,1441.9177913467624,18.97127588510354,False,False
BR-06,307,10,11,10,11,3.0,0.0,1,0,0.020200037397444248,True,ADVANCE,11,1028.5655007845503,19.03807615230461,False,False
BR-06,308,10,10,10,10,0.0,-3.0,0,-1,0.019400031305849552,True,ADVANCE,8,1000.0,19.10487641950568,False,False
BR-06,309,10,11,10,12,0.0,6.0,0,1,0.01999997766688466,True,ADVANCE,8,1129.9303907247136,19.10487641950568,False,False
BR-06,310,10,12,10,12,0.0,3.0,0,1,0.026100024115294218,True,ADVANCE,6,1011.7436284570214,19.171676686706746,False,False
BR-06,311,10,13,10,13,0.0,3.0,0,1,0.021199986804276705,True,ADVANCE,8,1000.0,19.238476953907817,False,False
BR-06,312,9,13,9,13,-3.0,0.0,-1,0,0.02169999061152339,True,ADVANCE,10,1641.1803884299545,19.305277221108884,False,False
BR-06,313,9,14,9,14,0.0,3.0,0,1,0.020899984519928694,True,ADVANCE,17,1619.7904447223502,19.37207748830995,False,False
BR-06,314,9,14,8,14,-3.0,0.0,0,0,0.026899971999228,False,WAIT,11,1930.6677936415217,19.37207748830995,True,True
BR-06,315,8,14,8,14,-3.0,0.0,-1,0,0.019900035113096237,True,ADVANCE,6,1000.0,19.438877755511022,False,False
BR-06,316,8,15,8,16,0.0,6.0,0,1,0.019199971575289965,True,ADVANCE,11,1011.7436284570214,19.505678022712093,False,False
BR-06,317,8,16,8,16,0.0,3.0,0,1,0.02050003968179226,True,ADVANCE,9,1034.6170933682602,19.57247828991316,False,False
BR-06,318,8,17,8,17,0.0,3.0,0,1,0.021299987565726042,True,ADVANCE,7,1028.5655007845503,19.639278557114228,False,False
BR-06,319,7,17,7,17,-3.0,0.0,-1,0,0.03379996633157134,True,ADVANCE,12,1282.360776859909,19.7060788243153,False,False
BR-06,320,7,18,7,18,0.0,3.0,0,1,0.054100004490464926,True,ADVANCE,11,1282.360776859909,19.772879091516366,False,False
BR-06,321,7,19,7,19,0.0,3.0,0,1,0.02729997504502535,True,ADVANCE,9,1028.5655007845503,19.839679358717436,False,False
BR-06,322,7,20,7,20,0.0,3.0,0,1,0.026200024876743555,True,ADVANCE,6,1000.0,19.906479625918504,False,False
BR-06,323,7,21,7,21,0.0,3.0,0,1,0.02500001573935151,True,ADVANCE,3,1000.0,19.97327989311957,False,False
BR-06,324,7,22,7,22,0.0,3.0,0,1,0.022799998987466097,True,ADVANCE,5,1000.0,20.04008016032064,False,False
BR-06,325,7,23,7,23,0.0,3.0,0,1,0.021599989850074053,True,ADVANCE,10,1664.0538533411934,20.10688042752171,False,False
BR-06,326,6,23,6,23,-3.0,0.0,-1,0,0.020899984519928694,True,ADVANCE,10,1441.9177913467624,20.17368069472278,False,False
BR-06,327,5,23,5,23,-3.0,0.0,-1,0,0.019400031305849552,True,ADVANCE,4,1000.0,20.240480961923847,False,False
BR-06,328,5,24,5,24,0.0,3.0,0,1,0.020899984519928694,True,ADVANCE,6,2011.7436284570213,20.307281229124914,False,False
BR-06,329,5,25,5,25,0.0,3.0,0,1,0.01969997538253665,True,ADVANCE,10,1601.474805833616,20.374081496325985,False,False
BR-06,330,5,26,5,26,0.0,3.0,0,1,0.0192999723367393,True,ADVANCE,14,1601.474805833616,20.440881763527056,False,False
BR-06,331,4,26,4,26,-3.0,0.0,-1,0,0.02010003663599491,True,ADVANCE,5,1000.0,20.507682030728123,False,False
BR-06,332,4,27,4,27,0.0,3.0,0,1,0.02099998528137803,True,ADVANCE,9,1000.0,20.57448229792919,False,False
BR-06,333,4,28,4,28,0.0,3.0,0,1,0.019000028260052204,True,ADVANCE,6,1000.0,20.64128256513026,False,False
BR-06,334,4,29,4,29,0.0,3.0,0,1,0.019900035113096237,True,ADVANCE,10,1441.9177913467624,20.70808283233133,False,False
BR-06,335,4,30,4,30,0.0,3.0,0,1,0.02099998528137803,True,ADVANCE,12,1441.9177913467624,20.7748830995324,False,False
BR-06,336,4,30,4,31,0.0,3.0,0,0,0.043700041715055704,False,WAIT,11,1129.9303907247136,20.7748830995324,True,True
BR-06,337,4,31,4,31,0.0,3.0,0,1,0.01999997766688466,True,ADVANCE,8,1211.8496934239954,20.841683366733466,False,False
BR-06,338,3,31,3,31,-3.0,0.0,-1,0,0.02039998071268201,True,ADVANCE,9,1028.5655007845503,20.908483633934534,False,False
BR-06,339,3,32,3,32,0.0,3.0,0,1,0.019300030544400215,True,ADVANCE,8,1129.9303907247136,20.975283901135604,False,False
BR-06,340,2,32,2,32,-3.0,0.0,-1,0,0.02050003968179226,True,ADVANCE,10,1282.360776859909,21.04208416833667,False,False
BR-06,341,2,33,2,33,0.0,3.0,0,1,0.019400031305849552,True,ADVANCE,5,1000.0,21.108884435537743,False,False
BR-06,342,2,34,2,34,0.0,3.0,0,1,0.020099978428333998,True,ADVANCE,15,1441.9177913467624,21.175684702738813,False,False
BR-06,343,2,35,2,35,0.0,3.0,0,1,0.019200029782950878,True,ADVANCE,6,1129.9303907247136,21.24248496993988,False,False
BR-06,344,2,36,2,36,0.0,3.0,0,1,0.01899997005239129,True,ADVANCE,13,1129.9303907247136,21.309285237140948,False,False
BR-06,345,2,37,2,37,0.0,3.0,0,1,0.021099986042827368,True,ADVANCE,11,1055.6379982778428,21.37608550434202,False,False
BR-06,346,3,37,3,37,3.0,0.0,1,0,0.01939997309818864,True,ADVANCE,5,1000.0,21.442885771543086,False,False
BR-06,347,3,36,3,36,0.0,-3.0,0,-1,0.020199979189783335,True,ADVANCE,10,1011.7436284570214,21.509686038744157,False,False
BR-06,348,3,35,3,35,0.0,-3.0,0,-1,0.02069998299703002,True,ADVANCE,12,1141.6740191817348,21.576486305945224,False,False
BR-06,349,3,34,3,34,0.0,-3.0,0,-1,0.024300010409206152,True,ADVANCE,8,1011.7436284570214,21.64328657314629,False,False
BR-06,350,3,33,3,33,0.0,-3.0,0,-1,0.019899976905435324,True,ADVANCE,6,1000.0,21.710086840347362,False,False
BR-06,351,4,33,4,33,3.0,0.0,1,0,0.019200029782950878,True,ADVANCE,8,1055.6379982778428,21.77688710754843,False,False
BR-06,352,4,34,4,34,0.0,3.0,0,1,0.01939997309818864,True,ADVANCE,5,1000.0,21.8436873747495,False,False
BR-06,353,4,35,4,35,0.0,3.0,0,1,0.019700033590197563,True,ADVANCE,11,1441.9177913467624,21.910487641950567,False,False
BR-06,354,4,36,4,36,0.0,3.0,0,1,0.020199979189783335,True,ADVANCE,12,1320.2177166458912,21.977287909151634,False,False
BR-06,355,4,37,4,37,0.0,3.0,0,1,0.01969997538253665,True,ADVANCE,9,1000.0,22.044088176352705,False,False
BR-06,356,4,38,4,38,0.0,3.0,0,1,0.020799983758479357,True,ADVANCE,6,1055.6379982778428,22.110888443553776,False,False
BR-06,357,3,38,3,38,-3.0,0.0,-1,0,0.019400031305849552,True,ADVANCE,14,1282.360776859909,22.177688710754843,False,False
BR-06,358,3,39,3,39,0.0,3.0,0,1,0.019400031305849552,True,ADVANCE,7,1000.0,22.24448897795591,False,False
BR-06,359,2,39,2,39,-3.0,0.0,-1,0,0.019300030544400215,True,ADVANCE,7,1000.0,22.31128924515698,False,False
BR-06,360,1,39,1,39,-3.0,0.0,-1,0,0.020599982235580683,True,ADVANCE,14,1856.3754011946507,22.37808951235805,False,False
BR-06,361,0,39,0,39,-3.0,0.0,-1,0,0.020199979189783335,True,ADVANCE,9,1282.360776859909,22.44488977955912,False,False
BR-06,362,0,38,0,38,0.0,-3.0,0,-1,0.01799996243789792,True,ADVANCE,9,1641.1803884299545,22.511690046760187,False,False
BR-06,363,1,38,1,38,3.0,0.0,1,0,0.0192999723367393,True,ADVANCE,10,1211.8496934239954,22.578490313961254,False,False
BR-06,364,1,39,1,40,0.0,6.0,0,1,0.027300033252686262,True,ADVANCE,3,1641.1803884299545,22.578490313961254,False,False
BR-06,365,1,40,1,40,0.0,3.0,0,1,0.022099993657320738,True,ADVANCE,8,1000.0,22.645290581162325,False,False
BR-06,366,0,40,0,40,-3.0,0.0,-1,0,0.019599974621087313,True,ADVANCE,10,1441.9177913467624,22.712090848363392,False,False
BR-06,367,0,41,0,41,0.0,3.0,0,1,0.019700033590197563,True,ADVANCE,10,1000.0,22.778891115564463,False,False
BR-06,368,0,42,0,42,0.0,3.0,0,1,0.01880002673715353,True,ADVANCE,14,1641.1803884299545,22.84569138276553,False,False
BR-06,369,0,43,0,43,0.0,3.0,0,1,0.018000020645558834,True,ADVANCE,6,1800.7374029168082,22.912491649966597,False,False
BR-06,370,0,44,0,44,0.0,3.0,0,1,0.01880002673715353,True,ADVANCE,9,1601.474805833616,22.979291917167668,False,False
BR-06,371,0,45,0,45,0.0,3.0,0,1,0.017700018361210823,True,ADVANCE,3,1000.0,23.04609218436874,False,False
BR-06,372,1,45,0,46,0.0,3.0,1,0,0.027600035537034273,True,ADVANCE,9,1018.3156388887342,23.112892451569806,False,True
BR-06,373,1,44,1,44,0.0,-3.0,0,-1,0.020299979951232672,True,ADVANCE,9,1441.9177913467624,23.179692718770877,False,False
BR-06,374,1,43,1,43,0.0,-3.0,0,-1,0.019799976143985987,True,ADVANCE,11,1028.5655007845503,23.246492985971944,False,False
BR-06,375,1,42,1,42,0.0,-3.0,0,-1,0.018899969290941954,True,ADVANCE,8,1022.8734649112389,23.31329325317301,False,False
BR-06,376,1,41,1,41,0.0,-3.0,0,-1,0.018600025214254856,True,ADVANCE,7,1641.1803884299545,23.380093520374082,False,False
BR-06,377,2,41,2,41,3.0,0.0,1,0,0.01869996776804328,True,ADVANCE,5,1601.474805833616,23.446893787575153,False,False
BR-06,378,2,40,2,40,0.0,-3.0,0,-1,0.021400046534836292,True,ADVANCE,7,1000.0,23.51369405477622,False,False
BR-06,379,3,40,3,40,3.0,0.0,1,0,0.01999997766688466,True,ADVANCE,9,1453.661419803784,23.580494321977287,False,False
BR-06,380,3,41,3,41,0.0,3.0,0,1,0.022599997464567423,True,ADVANCE,13,1282.360776859909,23.647294589178355,False,False
BR-06,381,3,42,3,42,0.0,3.0,0,1,0.020899984519928694,True,ADVANCE,13,2000.0,23.714094856379425,False,False
BR-06,382,2,42,2,42,-3.0,0.0,-1,0,0.028099981136620045,True,ADVANCE,12,1800.7374029168082,23.780895123580496,False,False
BR-06,383,2,43,2,43,0.0,3.0,0,1,0.019400031305849552,True,ADVANCE,8,1282.360776859909,23.847695390781563,False,False
BR-06,384,2,44,2,44,0.0,3.0,0,1,0.019899976905435324,True,ADVANCE,6,1055.6379982778428,23.91449565798263,False,False
BR-06,385,2,45,2,45,0.0,3.0,0,1,0.02050003968179226,True,ADVANCE,6,1000.0,23.9812959251837,False,False
BR-06,386,2,46,2,46,0.0,3.0,0,1,0.01910002902150154,True,ADVANCE,8,1000.0,24.04809619238477,False,False
BR-06,387,2,47,2,47,0.0,3.0,0,1,0.019199971575289965,True,ADVANCE,6,1000.0,24.11489645958584,False,False
BR-06,388,1,47,1,47,-3.0,0.0,-1,0,0.01899997005239129,True,ADVANCE,11,1601.474805833616,24.181696726786907,False,False
BR-06,389,1,48,1,48,0.0,3.0,0,1,0.019499973859637976,True,ADVANCE,9,1000.0,24.248496993987974,False,False
BR-06,390,1,49,1,49,0.0,3.0,0,1,0.018899969290941954,True,ADVANCE,6,1022.8734649112389,24.315297261189045,False,False
BR-06,391,0,49,0,49,-3.0,0.0,-1,0,0.021299987565726042,True,ADVANCE,8,1152.8038556359525,24.382097528390116,False,False
BR-06,392,0,50,0,50,0.0,3.0,0,1,0.021199986804276705,True,ADVANCE,11,1441.9177913467624,24.448897795591183,False,False
BR-06,393,0,51,0,51,0.0,3.0,0,1,0.047900015488266945,True,ADVANCE,10,1441.9177913467624,24.51569806279225,False,False
BR-06,394,0,52,0,52,0.0,3.0,0,1,0.02440001117065549,True,ADVANCE,3,1000.0,24.582498329993317,False,False
BR-06,395,0,53,0,53,0.0,3.0,0,1,0.020899984519928694,True,ADVANCE,9,1441.9177913467624,24.649298597194388,False,False
BR-06,396,0,54,0,54,0.0,3.0,0,1,0.032100011594593525,True,ADVANCE,11,1022.8734649112389,24.71609886439546,False,False
BR-06,397,1,54,0,55,0.0,3.0,1,0,0.042199972085654736,True,ADVANCE,12,1055.6379982778428,24.782899131596526,False,True
BR-06,398,1,53,1,53,0.0,-3.0,0,-1,0.02570002106949687,True,ADVANCE,8,1129.9303907247136,24.849699398797593,False,False
BR-06,399,2,53,1,52,0.0,-3.0,1,0,0.03289995947852731,True,ADVANCE,9,1000.0,24.916499665998664,False,True
BR-06,400,2,52,2,52,0.0,-3.0,0,-1,0.023600005079060793,True,ADVANCE,10,1000.0,24.98329993319973,False,False
CN-01,1,0,1,0,1,0.0,6.0,0,1,0.03549997927621007,True,ADVANCE,40,2041.1525971253539,0.110803324099723,False,False
CN-01,2,0,2,0,2,0.0,6.0,0,1,0.04529999569058418,True,ADVANCE,48,2147.4038400853133,0.16620498614958448,True,False
CN-01,3,0,2,0,3,0.0,6.0,0,0,0.027600035537034273,False,WAIT,35,2000.0,0.16620498614958448,True,True
CN-01,4,0,3,0,3,0.0,6.0,0,1,0.016900012269616127,True,ADVANCE,40,1844.8107972042808,0.221606648199446,False,False
CN-01,5,0,4,0,4,0.0,6.0,0,1,0.015400000847876072,True,ADVANCE,29,1930.6677936415217,0.2770083102493075,False,False
CN-01,6,0,5,0,5,0.0,6.0,0,1,0.015099998563528061,True,ADVANCE,34,2000.0,0.33240997229916897,False,False
CN-01,7,0,4,0,6,0.0,6.0,0,-1,0.02659996971487999,True,ADVANCE,27,1601.474805833616,0.33240997229916897,True,True
CN-01,8,0,3,1,4,6.0,0.0,0,-1,0.029499991796910763,True,ADVANCE,38,3012.5870963408033,0.33240997229916897,True,True
